"acc_id","char_id","acc_day_cnt","char_day_cnt","char_cnt","playtime","total_exp","npc_kill","rich_monster","death","fishing","private_shop","game_money_down","game_money_up","enchant_count"
129,148992,26,6,4,89.342816,0.856885326331932,57.4457632,9,0,45.6222193,0,-0.489468367,0.407663361,0
137,345689,28,28,3,31.5660761,0,0,0,0,0,29.2975538,-4.8348142,4.8348142,0
145,168571,10,4,9,8.27889748,0.193280091864886,8.624569631,5,0.491767,1.60409,0,-0.25538291187,0.2116076035,0
149,248148,13,5,6,43.8591973,7.18880454693099,8.9388532621,6,3.1964853,9.7487509,0,-0.3203567488,0.329012022,0
154,142043,2,1,4,12.18311049,47.7159687005484,8.9608201,2,2.7047183,0.364010897,0,-0.235218617,0.47315151243,0
155,89374,27,27,1,79.9403968,0.909285469952235,52.5740193,0,2.7047181,0,0,-0.076115168,0.0891770714,0
161,169821,17,1,10,14.1820308,0.597070769428095,28.4646948501,7,0.2458835,3.8002482,0,-0.13867179859,0.1345384385,0
163,179915,28,28,2,39.7279423,0.46112530152085,15.36005455,8,0.2458835,24.18610729,0,-0.2868105,0.3150290747,0
172,277012,28,28,1,88.296545,0,0,0,0,0,87.045614,-0.7911796022,1.829597616,0
173,247626,25,25,8,14.49333817,43.3772040200631,7.952745053,1,1.475301,5.453453329,0,-1.6217326633,1.40792178,0
174,142049,26,26,2,38.770612,0.272805384123821,26.0768097,0,0.2458835,0,0,-0.02002601112,0.0202110992,0
176,131026,22,15,2,28.935180166,21.784195745977,7.60230063,0,12.7859411,0,0,-0.03515994922,0.0348849492,0
181,182219,22,2,5,12.241627381,0.0807887555267839,33.8440256401,0,0,3.89980478,0,-1.78825580718,0.1854292,0
186,10418,23,1,4,59.6539418,0.0937479166707903,20.26491685,9,0,23.3174124,0,-0.514221675,0.3325640318,0
203,145563,16,6,6,15.2844779,45.2316634588742,38.698198,8,2.4588347,0,0,-3.9184288313,4.0012689039,20.98287
204,199625,21,17,4,19.50234135,42.7146363342547,26.491461672,3,0.7376504,0,0,-0.25899812538,0.35647636558,0
207,149549,8,1,11,7.62351486,28.4337824950917,1.632250743,0,0.983534,1.42436664,0,-0.0008512308,0.0082295771,0
209,267008,28,28,1,90.12694,0,0,0,0,0,84.745331,-8.913362949,6.2350072,0
215,250024,22,20,3,41.5840777,0,0,0,1.9670678,0,0,-0.0763461611,0.0761521455,0
216,368425,28,28,1,87.498381,0,0,0,0,0,78.9902885,-2.8424321,3.774631515,0
217,36613,2,1,2,39.3885452,0.238095978887503,15.974767791,8,0,22.61166659,0,-0.2424178957,0.111352395,0
223,296468,23,1,5,18.82822974,0.64564409376003,12.180037593,11,1.4753009,7.93010079,0,-0.11363713466,0.105823384,0
226,126508,26,5,4,14.9755116,0.479364634812877,38.22643216,12,0.491767,1.17294134,0,-0.86260141222,0.860650753,0
232,69843,26,14,9,23.6335959,1.94852200496514,20.64847825,17,4.671786,8.5368767712,0,-0.294500958,0.635482311,0
247,279134,28,28,1,86.098668,4.19836794735794,41.2192325,0,0.491767,0,0,-0.449638827,0.49304905,0
250,78425,28,28,1,79.072015,1.28529825424514,38.59816621,0,16.7200763,0,0,-0.031964407,0.0248883088,0
257,308364,8,1,6,58.6872521,0.23410013211208,12.3209579202,4,0,32.32959914,0,-0.0646584868,0.059961917,0
262,261572,28,28,1,71.3595595,18.8980239040257,45.15386657,2,1.7211839,2.73544575,13.9472233,-0.27802118371,0.0760809897,0
266,176799,28,25,7,55.0990252,13.0156344690885,36.0453676,14,0.491767,33.05773663,0,-1.45883368147,1.477316232,0
273,268403,28,3,7,39.81220658,0.11901728445146,65.96016499,9,0.2458835,13.31711932,0.003628016,-0.192302217,0.2744954592,0
276,195617,23,9,6,5.66906693,1.49278002154797,25.91595043,9,0,0,0,-0.0963672062,0.142062066,0
280,81092,28,28,1,91.479838,0,0,0,0,0,86.886331,-1.96142454,0.4440929,0
283,359366,28,28,4,26.6507003,1.51910539901472,44.86391427,9,19.9165612,4.883933061,0,-0.7860961467,1.0423701849,0
284,331903,28,28,3,38.97191006,8.45198476830364,0,0,0,0,0,-0.00788107933,0.010014881043,0
295,23533,18,1,4,5.65034154,3.32949613583311,14.5354811512,0,0,1.94960974,0,-0.042028689219,0.0203319843,0
299,18003,28,28,1,90.115236,0,0,0,0,0,85.584925,-11.09077882,6.543045,0
309,262604,28,28,2,72.096864154095,0.352235015488357,32.5622185990997,4,0.491767,38.230312598,0,-0.408584331803436,0.07807441292,0
310,285881,2,1,2,77.66762475,0.126560857720217,41.9559398748,17,1.2294175,53.5437399,0,-1.167182047,2.325788917,0
311,357689,28,28,4,67.59578423,0,0,0,0,0,38.0278447,-5.90020897,5.909115673,0
326,156952,28,22,4,24.6283735,0,0,0,0,0,22.9961966,-12.902731,12.902731,0
328,58694,28,28,1,88.156096,1.14698170978443,58.555557,0,5.4094363,0,0,-0.089344142,0.089641763,0
334,333893,16,1,2,7.738206056,0.716313621883011,16.44551718,2,0,1.49380618,0,-0.2704990608,0.2273971933,0
335,29166,13,4,4,60.3631622,0.0785696360362298,15.81356948,5,0.2458835,39.9723838184,0,-0.9508638275,0.7076150806,0
337,25065,4,1,6,63.195352,2.77378715997924e-07,0.0003379401,0,0,0,29.2617426,-32.3194071,37.7190776,0
340,224319,26,17,11,38.393766,0.232141971751311,13.80755723,16,0.9835339,17.5672024,0,-0.1576459042,0.148238932,0
341,285779,17,1,3,14.3411944,13.4368570528982,26.5360727,10,4.9176696,0.123235503,0.03370544,-0.7031308244,0.7468380082,0
344,17411,28,28,1,89.761798,0,0,0,0,0,82.92953,-4.91311074,4.5273244,0
347,312502,3,1,2,38.47100886,31.0688919905265,18.070670131,0,0.491767,0,0,-0.02160205172,0.01939859338,0
350,92896,19,5,4,54.5396076545696,0.162996222390341,31.2540527613921,11,0.983534,27.3516876126226,0,-6.18385567617998,6.1774436138,0
352,263249,25,17,11,17.7093977,1.3213140810066,19.88135422,14,0.983534,3.77192682,0,-0.098115719,0.243994381,0
358,361932,27,27,7,18.92185684,3.52459822600367,1.8353527504,4,1.2294174,7.823210573,0,-0.03658178561,0.0455419385,0
362,195209,28,28,1,90.115236,0,0,0,0,0,84.762808,-9.224713084,5.82713412,0
365,397111,27,27,6,5.6152321,0.732055136760914,1.665031013,2,0,1.89905167,0,-0.05007593296,0.045857568,0
371,234977,27,11,4,45.6193691206013,0.841713652421235,22.7075486584801,15,0.2458835,29.4393941712425,0,-1.91962654706183,2.6129143645,0
390,223300,23,23,2,12.82913091,0.379650698435874,16.022416163,1,0.491767,3.13487869,0,-0.1878910062,0.0088629080403,0
391,346391,14,4,3,6.689592785,10.5848175234994,3.0134118321,1,0.2458835,2.37237105,0,-0.52758938042,0.14644908741,0
393,122788,28,28,1,90.777642,0,0,0,0,0,89.883774,-0.0149291382,0.02254286,0
396,77425,28,28,1,6.8557792,0.367661547205692,7.0271262,2,0,0,0,-0.00207792027,0.00221246714,0
400,225417,28,28,1,91.643684,0,0,0,0,0,84.337788,-4.060198522,2.87988291,0
403,61275,24,12,7,20.21623903,1.11534320553162,16.5722441,5,1.2294175,0.163221694,0,-2.9117602969,2.468301065,0
404,279455,14,2,5,4.044652189,0.676017032197938,0,0,0,1.58805648,0,-0.00211081838,0.00373481323,0
405,219467,28,28,1,90.894674,0,0,0,0,0,84.395835,-1.484611984,2.394620331,0
409,29301,26,26,3,25.5271875,0,0,0,5.1635528,0,0,-0.00025068454,0.00025068454,0
411,60979,23,12,7,7.796722698,18.016207589922,7.60027333,2,0.2458835,12.44386087,0,-0.04977892,0.02936028803,0
413,389632,28,28,1,89.047896,0.273845069726955,42.219868,0,1.4753007,0,0,-0.03160792594,0.0307202449,0
423,342598,28,28,1,87.659879,1.26053020584186,36.3660736,0,4.1800193,0,0,-0.001041516832,0.0010273122304,0
425,76823,26,1,3,82.0189047,0.370282157121163,65.2221036,0,2.2129512,0,0,-0.6287218751,0.6578908798,0
446,118751,9,1,24,78.3745,2.77378715997924e-07,0.0003379401,0,0,0,73.517914,-23.86531695038,20.5670542,0
456,393229,27,27,7,12.88296607,0.506186540711431,14.30939874,8,0,7.34002175,0,-0.07982898198,0.626373377,0
458,37082,28,28,1,86.318684,0.792477500441413,92.803083,0,0,0,0,-0.043954622,0.0540952426,0
462,268345,27,20,5,14.9965774,38.2584942762629,17.23629505,8,6.39297,3.43288282,0,-0.05106475432,0.0543748703,0
473,83190,18,3,2,4.92473852,0.654631249233483,21.0820551311,6,0.7376504,1.4742617584,0,-0.174093357169,0.0046919259,0
474,261589,19,19,1,12.86189981,0.439967094709554,22.75418223,4,0.491767,3.21348612,0,-0.1858295463,0.2814862714,0
475,77017,21,5,6,21.3865667,13.889418089662,4.317860752,3,7.8682706,1.1946313437,2.44255216,-0.032517732391,0.03227426517,0
476,115356,28,28,1,91.620278,0,0,0,0,0,88.28409,-3.068161413,3.21224205,0
484,213270,25,7,6,15.20723641,1.5940099812866,18.190640103,4,0.491767,9.8138994,0,-0.0369876984,0.0376579908,0
487,342760,28,28,3,39.8145451,1.19804838269365,27.28426926,0,1.2294175,0,0,-0.076441450867,0.0698914341,0
488,383888,27,27,4,61.8307526,0.135735597773161,22.339530953,8,0.2458835,45.66060364,0,-0.472953798,0.292141835,0
492,226981,28,28,1,91.552398,0,0,0,0,0,81.167565,-1.482370198,3.078278619,0
494,36688,7,1,2,7.85757944,0.850567085562009,9.3646584,5,1.7211845,3.10113417,0,-0.0890055559,0.027429414611,0
510,268018,27,10,9,42.447784336,0.205651414669031,27.282242204,16,0,8.094883029,2.9777819,-3.8288186138,3.8445899527,0
523,242955,26,25,6,10.97299169,0.365710290859035,38.625874983,5,0,3.8844346,0,-0.3581253462,1.70307232663,0
526,341038,28,28,1,83.1190097,0.318612250258811,32.826487081,4,0,54.084741249,0,-0.6154850105,0.636165391,0
527,165554,28,28,1,91.657728,0,0,0,0,0,86.956509,-3.203891801,2.386475281,0
528,208323,16,1,2,11.86243976,0.283475096432969,12.048240514,8,0.2458835,1.87229005,0,-0.3458757519,0.37856391,0
532,303675,27,27,1,31.2383842,0.23472176384894,40.55483937,9,1.7211845,7.4469897,0,-0.7058969307,0.686274716,0
538,300207,20,1,6,42.23010157,0.238596849648272,44.75239407,12,4.4259022,11.88545648,0,-0.489140976,0.76378298,0
541,43839,28,28,1,32.9189752,0.495377169740326,33.629771462,8,0.983534,22.9241427,0,-0.3574825424,0.143372616,0
542,80435,18,1,2,90.824451,0,0,0,0,0,86.140094,-1.38313842,0.78477336,0
546,263905,28,28,1,86.365499,2.30104105497836,19.979019,0,11.0647575,0,0,-0.0690536133,0.0648098968,0
550,82328,28,28,1,89.714985,0,0,0,0,0,84.326164,-0.786790643,1.299391,0
555,355148,28,28,8,37.125132,33.2284299697238,24.32323935,14,3.9341355,0.520912819,0,-0.130508349,0.1509403984,0
556,290726,26,7,13,28.424918532,0.292226847708208,42.43750419,6,0.9835339,7.57096702,0,-0.1893511166,0.182223374,0
561,57728,24,11,4,29.8035625,0.648975367044586,23.95893867,8,0.2458835,10.8042693,0,-0.4280168608,0.433061658,0
562,128194,3,2,6,26.0655358,0.386273793729439,19.9026444411,11,0.491767,5.58187751,0,-34.859943,36.18614072,0
563,342836,27,27,5,25.602087246,0.344990378457776,44.5729486262,8,1.967068,7.9240150055,0,-0.885654152,0.824747456,0
571,178596,28,16,4,18.240726921,0.237060791786872,20.90294612,6,0.491767,4.0558871,0,-0.4857831269,0.47641605,0
574,51601,28,28,1,90.082468,0,0,0,0,0,83.208964,-3.508836017,2.9602499,0
582,171175,25,5,5,6.93068018,0.699936527478633,13.96537476,1,0,1.45218157,0,-0.13733730779,0.07356991,0
597,23411,25,8,4,14.66888682,23.9058220724483,11.087140112,12,3.1964854,3.816398741,0,-0.0236946011,0.0214272472,0
598,6444,28,28,1,90.183115,0,0,0,0,0,90.091315,-2.0178456,2.75551265,0
606,32939,28,1,7,49.8161670183868,0.136625221770114,24.6662482708583,6,1.2294175,24.9214637181672,0,-0.383864905782915,0.632931738,0
611,110818,23,17,9,11.71965988,19.7415196315984,29.0706226104,9,0.491767,1.6477432,0,-0.52563865446,1.0821823346,0
619,290981,12,1,3,38.599746435,0.490704167229979,57.62689839,9,3.1964852,11.33774353,0,-3.013171292,6.4945792075,41.96574
623,214488,11,5,9,19.90961331,27.9867757554298,14.79704482,5,0.9835339,2.84292062,0,-0.048696005,0.0661228126,0
625,226822,18,1,8,37.7360422,0.959890813001849,28.9330789,10,0.491767,10.22047114,0,-0.7507690306,0.7301307526,0
632,103130,13,1,5,4.77727761,4.26578888378911,12.0952132801,2,0,2.68832061,0,-0.0793752378,0.0308505023,0
633,137044,27,3,7,22.6786066,0.130663333369186,9.1612181302,6,0.2458835,3.86180816,0.2089425,-2.04045672527,1.9690301283,0
635,346021,28,28,1,87.135575,1.66352110999952,0,0,6.3929699,0,0,-0.0416105618,0.0423003147,0
636,32547,20,1,4,86.38657,0,0,0,0,0,85.698064,-2.1709671629,2.39725467,0
637,204041,7,1,5,22.1987738690697,0.130427939901523,0.66945938,1,0.2458835,13.08285757,0.179606283,-0.2057777217,0.208059557,0
644,182658,28,14,3,5.50053965,22.9319060356812,5.277610971,0,0.491767,3.54800402,0,-0.012848974,0.01182262655,0
648,1206,17,1,48,3.623334071,0,0,0,0,0,0,-1.423761,3.2634893,0
652,230120,27,21,3,48.99927804,1.16575075044864,21.5078614,0,1.7211844,0,0,-0.941535218,0.0322346366,0
656,283297,27,27,3,27.2826792,0.392261308726546,28.90672157,11,0.7376504,10.780629222,0,-0.1681239145,0.2256642634,0
661,105801,28,28,1,82.0048554,0.968546618541374,97.1763650802,10,0.7376504,3.257138332,0,-0.4531218825,0.516185015,0
663,191582,26,25,2,3.482894905,0.50310248672716,0.5728085,0,0,1.16342269,0,-0.14113217064,0.140459394,0
665,275402,28,28,1,89.560498,0,0,0,0,0,85.751192,-4.714305712,4.183942179,0
667,304546,28,28,1,88.546993,0,0,0,0,0,71.689318,-1.183300666,4.189162374,0
668,263114,28,16,5,13.25747058,26.2301393203492,24.2867414901,11,0,11.07262636,0,-0.18587017984,0.1842232867,0
674,261646,19,1,7,22.87054311,0.212758887446186,18.54547793,2,0.2458835,4.58300329,0,-0.2682420205,0.227734950483,0
677,127116,25,25,1,17.4449039,23.4941864131204,10.8505807,3,2.4588348,1.35765807,0,-0.067779047,0.100850551,0
678,383916,28,28,1,76.9560706,0,0,0,0,0,73.5541119,-2.9569987993,3.08224326,0
687,123574,22,2,6,61.833089771,0.105321613097882,26.5063322833,10,17.7036092,3.179975531,0,-4.6229201637,4.472374984,0
691,395564,27,27,6,15.869641926,33.274005372801,17.40864584,5,3.4423683,1.62628729,0,-0.4317906952,0.4198388542,0
695,356968,28,28,1,50.6213516,0.0551827320558742,28.8810374602,9,1.7211844,28.30647978,0,-5.122446411,0.557936,0
696,319184,27,27,6,15.73622404,0.485860483244334,9.858726391,3,0,3.63441331,0,-0.143072597,0.0875827653,0
697,43957,21,1,7,31.34137524,0.469485934679841,33.50135367,7,0,12.60345278,0,-1.637557498879,1.62441556,62.9486
698,393427,28,28,1,91.547718,0,0,0,0,0,85.230396,-0.484825547,0.162175901,0
699,309150,28,28,1,91.416641,0,0,0,0,0,91.289029,-0.21652988808,0,0
701,19268,12,1,4,85.560315,0.23121982138031,73.491834,0,1.2294174,0,0,-3.44544131,2.068700574,0
705,91391,20,11,5,21.50828006,10.7894366453001,36.34174187,10,1.4753009,2.87451958,0,-0.4312302505,0.4402526551,0
710,289521,19,9,9,32.10910752,23.0059143186933,33.20531848,11,1.2294174,4.024795653,0,-0.3778930716,0.3791214947,0
711,266218,28,28,1,89.6377424,0,0,0,0,0,86.0498956,-0.1431840208,0.028943293,0
712,170844,8,2,5,31.12603252,26.4623461708622,34.351950054,8,4.6717857,3.85720484,0,-0.1677864955,0.1778188718,0
714,238066,28,28,1,85.53222283,0.219113843483987,60.5325073662,8,59.2579119,29.5322821,0,-0.893574786,0.79832147,0
722,331329,28,28,1,19.8136459485329,0.195789059582335,37.2109227392638,7,0.983534,2.8648062,0,-1.87011964731018,0.5756094874,0
729,316275,26,26,3,11.72902234,0.0851388641290858,35.9970424801,3,0.2458835,4.6527155,0,-0.7515616419,0.7301508078,0
730,66525,24,4,4,24.9537252,1.27093703950498,48.03649629,7,1.4753008,7.20258677,0,-0.407968444,0.424665114,0
731,24310,28,28,1,82.0844399,11.6031416886401,79.4135576,2,1.7211843,3.0368832,0,-0.0126265848,0.0212340354,0
735,254568,18,2,3,42.6654643041623,0.175469581576399,30.884347128856,5,0.491767,20.827774079393,0,-0.401178022,0.398016946378026,0
736,386071,26,26,4,3.15754379,1.00726161970865,0.146328031,0,0,2.37018639,0,-0.031816763799,0.033217293,0
737,281366,28,28,1,88.364426,0,0,0,0,0,85.745149,-0.6436938206,0.9730236637,0
745,299097,26,8,8,13.71624,1.27579687643102,12.79069487,3,1.2294175,4.856313389,0,-0.0543156158,0.0378490464,0
748,38381,27,19,2,84.991535,1.35400834508233,64.714177,0,2.9506018,0,0,-0.0009699819907,0.000944157783,0
753,370740,28,28,1,88.874679,3.21683183962959,19.8364082,0,5.1635529,0,0,-0.000793502862,0.0007763720301,0
758,249045,24,24,1,8.068238916,0.23584180765193,7.6232525712,7,0,4.49476009,0,-0.0275863159,0.0287201094,0
762,14175,28,28,1,75.07886166,0.39393335650976,44.6229625,0,2.7047183,0,0,-0.98888734091,1.224813278,0
768,89444,23,5,6,65.27151719,0.309957580858748,58.457556251,2,0.983534,1.3166577,0,-1.0619282976,1.125734862752,0
775,82796,18,2,5,6.90493295,0.0853588705805012,4.43782938,0,0.2458835,0.083288319,0,-0.5914484199,0.513396068,0
777,222798,3,2,6,10.34569639,8.94183348818014,16.5921846223,4,1.9670678,3.7745014,0,-0.1140352064,0.1664858547,0
778,205390,28,28,1,86.466145,0.74619966274014,29.2003902,0,0,0,0,-0.0172897038687,0.01547843296,0
783,71262,28,28,1,89.024483,1.06957121908234,34.1681116,0,5.6553199,0,0,-0.0011342735764,0.00107330695,0
784,88351,25,11,4,41.2048966,0,0,0,3.6882522,0,0,-0.12623505388,0.10932157232,0
785,330733,5,1,6,21.370182551,0.395344941981348,3.47098281,2,0.2458835,11.95973405,0,-0.3298848525,0.3533403,0
787,27983,28,28,1,91.030433,0,0,0,0,0,84.473467,-8.330546667,7.78862086,0
792,185933,1,1,3,47.419338385,0.407205008824746,6.9007366311,5,0,30.1833728,0,-0.05909739879,0.073012207,0
794,4143,2,1,6,51.7191174,0.350389254395324,25.3052936,10,0.2458835,30.6864205,0,-0.1421114742,0.13235150802,0
795,65898,24,11,4,26.671766117,0.14176705178213,34.3928403201,9,1.2294174,10.33106705,0,-4.0624771879,4.01612679,0
797,5172,25,22,7,43.149980156,0.21352997281638,39.5886703,11,0.491767,16.732523303,0.03218401,-1.8449627597,1.3302008827,0
799,386609,28,28,1,88.359737,0.658574558105653,37.0733819,0,1.9670678,0,0,-0.0610846295,0.0642385912,0
800,225147,17,2,6,51.700392175,0.147219925369939,73.7601508086,12,36.8825204,11.5080656,0,-64.7510613282,58.27904915,0
805,338925,15,15,2,45.28466128,0,0,0,0,0,44.831661,-0.1410242809,0.126848,0
811,272210,28,28,1,91.634322,0,0,0,0,0,88.303712,-4.887786569,4.53790964,0
812,54774,3,1,5,12.6325162,0.140694406707969,29.88471936,15,0.2458835,0.43391842,0,-0.2677383637,0.661789802,0
817,32342,28,28,1,88.518904,3.17668640741923,19.8624307802,0,4.9176695,0,0,-0.03736242,0.0404506634,0
819,251835,28,28,4,69.43319451,0.105892161543895,33.720678738,10,10.8188733,23.53610701,0,-1.713565537,1.81882457,0
820,106940,25,3,2,32.9587665,32.6745563320353,19.878312443,10,0.2458835,5.22582492,0,-0.1896280144,0.05621393,0
826,359369,18,3,3,7.707777431,29.869385617798,5.513831056,6,2.2129515,0.22985232,0,-0.02060005199,0.0360432836,0
833,249406,28,4,7,35.3509136,0.853109116611935,28.19670892,0,2.7047183,0,0,-0.403893986,0.402051561,0
839,334476,28,27,6,37.487932027524,0,0,0,0,32.4891148674312,0,-0.013693329372399,0.0098410145,0
848,104182,28,28,2,79.9591252,0.597453260045707,51.278355273,3,0.7376504,0.7021966,0,-1.0747467641,1.26892172,0
849,329290,19,2,6,52.25044809,7.58106858337903,72.4188757331,2,3.6882519,3.310076448,0.00803625,-0.0961362108,0.141135474,0
850,181063,26,26,3,26.6553837,0,0,0,8.6059216,0,0,-0.000159888098,0.000178297388,0
856,250855,28,28,7,20.1624037,0.170293745172684,8.1541571025,15,0.2458835,8.94145891,0,-0.29356197648,0.288069149,0
868,336500,24,24,3,28.8228279,0.299876027559838,5.432724602,2,0.2458835,19.9958676,0,-0.20897803094,0.29744529749,0
875,386402,28,28,4,13.6507011,0.650661857816275,25.892971034,6,0.4917669,6.67223286,0,-0.1240518256,0.399472651,0
878,8298,24,24,2,27.334172,0,0,0,1.4753008,0,0,-0.00384793902,0.00483559218,0
880,62978,27,1,4,83.32966967,0.0715237634109945,16.2349799412,10,3.6882522,30.05093125,0,-6.889356687,6.773574994,0
881,24650,8,1,14,83.324983,1.63086777854831,38.58262102,10,1.2294174,44.4116705,0,-12.48120571,12.337072087,0
882,13653,24,24,2,26.6436785,43.4829374388181,15.91765466,1,0,0,0,-0.01047235799,0.01296167411,0
883,354242,28,28,8,28.7572907,0.311163023621091,39.03377136,17,0.2458835,10.61147828,0,-0.2205860429,0.23624924681,0
899,140442,12,1,5,25.5552722,0.452955998456449,39.91951194,23,0.491767,7.85344461,0,-0.148117806,0.423513109,0
900,321396,5,1,3,10.2520702,1.9422445167923,34.36174958,4,0,2.04748813,0,-0.1183646346,0.1944978075,0
906,392506,26,26,1,38.6676233,0.497106418171671,16.02376809,1,0.2458835,0,0,-0.01305278255,0.0148564369,0
908,317606,28,28,1,86.693192,0,0,0,0,0,85.289225,-1.6304575391,4.06393585,0
912,143399,28,28,1,88.694456,0,0,0,0,0,87.377634,-0.5310247451,0.1740925411,0
924,346530,28,21,2,62.680409,0,0,0,0,0,59.353945,-4.52394827758,0.045208046,0
929,70276,28,28,1,90.112896,0,0,0,0,0,84.743032,-6.249932764,8.87068678,0
935,46564,26,26,1,57.58246314,0.10183922892805,0.767799902,1,0.7376505,25.09186269,0,-0.5191108054,0.58003222747,0
941,196435,27,16,6,29.0124215,31.7652304459749,8.1450323111,5,0.7376505,11.64425366,0,-0.24986903604,0.2561867673,0
944,374353,26,26,2,14.10947,0.998340421658251,41.6098887,0,0,2.07132388,0,-2.855087029,0.3186164112,0
945,323791,26,26,2,82.145301,0.27171787319951,75.17579,0,0.2458835,0,0,-0.964365676,0.956219887,0
955,196845,24,4,5,18.34839519,19.4532368098351,22.01138898,13,1.475301,3.37721451,0,-0.0611433595,0.06332832894,0
956,173727,26,2,8,21.433379466,0.423715810616806,36.78883632,6,5.6553199,6.233593998,0,-4.640299917,11.866058425,0
957,2979,5,1,11,37.57687839,11.1902357746448,15.59289561,23,4.6717861,0,0,-0.0147510115,0.014624619036,0
964,286461,27,1,13,79.33416558,0.126440434260676,46.9797585501,13,11.8024109,34.4907252,0,-2.82589739859,3.132466597,0
967,277110,10,6,3,36.14439738,27.0456391358415,14.41720113,21,38.603705,0,0,-0.010456192458,0.01078872426,0
968,266682,27,27,1,80.7783598,0.296877838552833,101.2299571,0,0.491767,0,0,-0.0077687484,0.0372374181,0
973,225033,27,27,3,19.32211,0.276445991822203,23.66087668,13,0.2458835,4.574654608,0,-1.4931187064,0.521252186,0
981,337058,17,2,5,24.274936,39.8638921323308,25.0041885,10,4.9176695,6.348676057,0,-0.040697033,0.5603241099,0
989,158287,27,27,1,15.01998365,0.858200176553446,34.86663275,11,0.491767,5.7482601,0,-0.2209852065,0.2057734004,0
992,365004,28,28,1,89.759451,0.757115620700569,47.963839,0,2.7047184,0,0,-0.105660111,0.09977852,0
1001,4281,28,1,2,84.9517472,43.7461053351823,77.035472,0,2.7047182,0,0,-0.1161873025,0.1194459505,0
1005,177760,25,4,7,71.02718193,0.110669138440572,24.052210273,10,1.2294175,46.1930674,0,-0.5322609366,0.180402945,0
1007,321682,23,23,4,15.258730538,0.196797061296968,6.59794298,5,0.7376505,5.40145201,0,-2.77453664905,1.9740728312,0
1015,160977,28,23,6,21.21803938,0.271810436601418,21.83735,14,0,4.959419182,0,-0.12143207545,0.079865398,0
1017,246664,26,4,6,87.086422,0.479941050490001,49.53830597,13,38.3578219,57.590222352,0,-3.58705065444,3.66961963,0
1021,281097,19,2,8,33.6750016,0.441485359077447,36.65602609,0,0.491767,2.73131025,0,-0.248604948,0.1606536789,0
