"acc_id","char_id","pledge_id","pledge_combat_cnt","combat_play_time","pledge_combat_cnt_change","combat_play_time_change"
912,143399,NA,0,0,0,0
924,346530,NA,0,0,0,0
929,70276,NA,0,0,0,0
935,46564,9153,1.52622248758788,65.497818513312,838,565460
941,196435,14805,6.00107768090938,58.9107390678781,3295,508592
944,374353,18354,0.198518199459521,36.638747160865,109,316312
945,323791,32667,1.57357545259657,46.8273610579567,864,404273
955,196845,4459,4.26723065443723,16.6523332874965,2343,143764
956,173727,30251,9.10633942474868,75.6066248255069,5000,652732
957,2979,32918,0.54820163336987,2.02020912653534,301,17441
964,286461,27836,73.6211117133232,61.1649268903369,40423,528053
967,277110,25162,1.73020449070225,3.79948969489205,950,32802
968,266682,19817,3.7609181824212,41.7340386732303,2065,360301
973,225033,4622,9.49609075212792,46.4814895797252,5214,401287
981,337058,1603,0.956165639598611,16.2278125347443,525,140099
989,158287,2995,0.180305520610024,34.1591521392641,99,294905
992,365004,15045,0,19.508263350214,0,168420
1001,4281,38895,0.0601018402033413,16.586193765035,33,143193
1005,177760,16916,0.868744781121024,12.9239638496822,477,111576
1007,321682,2928,0.107454805212034,12.1813710677191,59,105165
1015,160977,NA,0,0,0,0
1017,246664,28412,6.22327236287325,52.5618082357208,3417,453780
1021,281097,14690,0,2.4815641492399,0,21424
1022,154848,30245,1.48615459411898,20.4775374727326,816,176788
1023,275805,33331,1.82126788494974,13.219680488639,1000,114129
1033,90359,1229,0.320543147751153,7.50330295273817,176,64778
1034,10114,NA,0,0,0,0
1037,134607,25170,0,2.37638956711192,0,20516
1038,147356,28688,0.0382466255839444,20.0245222847343,21,172877
1050,320209,NA,0,0,0,0
1055,27559,23043,4.73165396509941,17.9924983923652,2598,155334
1056,383539,NA,0,0,0,0
1061,48026,20041,0.260441307547812,44.1906991493893,143,381510
1064,319950,25142,0.0637443759732407,25.3334062304079,35,218710
1082,21407,NA,0,0,0,0
1086,221742,34866,40.1880971493009,35.9047258756833,22066,309975
1092,140550,NA,0,0,0,0
1109,270874,NA,0,0,0,0
1110,368270,14772,0.00182126788494974,42.358715458931,1,365694
1112,295741,39,0.129310019831431,65.5888617088545,71,566246
1113,24282,37940,0,37.7260531106837,0,325699
1122,363407,36816,0,0.357107088877269,0,3083
1133,78007,28432,1.96332677997581,28.5265204435379,1078,246277
1138,183917,30108,12.7816580165772,56.1825706396179,7018,485039
1144,107479,10765,0.00364253576989947,25.2647184251195,2,218117
1145,344101,20342,51.9571302218461,91.8946694997959,28528,793351
1146,46825,23421,5.60768381776024,51.9776723131752,3079,448737
1150,80061,38094,0.0582805723183915,9.36470772674326,32,80848
1153,211154,11428,0.75946870802404,55.8032239915241,417,481764
1156,37554,23904,0,11.5268098743213,0,99514
1163,232938,31529,0.477172185856831,50.5720626720706,262,436602
1168,176333,30727,0,108.952295587805,0,940614
1170,204839,8889,0,3.49543322122911,0,30177
1183,152030,1884,0.0163914109645476,20.9866148829226,9,181183
1184,120357,33793,0,0.00752901744308223,0,65
1192,280618,12342,0,3.26689858407217,0,28204
1193,300654,NA,0,0,0,0
1197,167448,7354,0.0437104292387936,141.452863099877,24,1221200
1201,215055,NA,0,0,0,0
1208,212299,34551,0.801357869377884,28.7152092037653,440,247906
1218,311831,NA,0,0,0,0
1223,215209,8744,3.7609181824212,49.1335570162915,2065,424183
1229,193954,23128,2.97413045612292,97.5364518474913,1633,842058
1240,316049,18173,15.8468518669476,87.317258556477,8701,753833
1241,113798,5823,0.662941510121704,9.08092168465786,364,78398
1252,203731,36997,3.93029609572153,38.1777941572686,2158,329599
1256,218528,30942,0,0,0,0
1270,151490,3838,0,0.153707786876463,0,1327
1273,22098,NA,0,0,0,0
1274,364781,27924,0.0546380365484921,22.0453105664575,30,190323
1276,318921,34190,0,27.6847762934013,0,239010
1282,164300,6576,0,54.370046563474,0,469391
1284,160706,934,18.1726109560285,57.8601515569742,9978,499522
1287,237039,28413,0.27683271851236,30.1358768797561,152,260171
1288,171611,8892,0,61.4923812335922,0,530880
1289,257923,37539,0,29.0057134460307,0,250414
1291,26170,39171,0.491742328936429,1.67260018274011,270,14440
1295,123947,11516,0.0764932511678889,49.6340629297001,42,428504
1299,135552,36794,0.761289975908989,34.5806612850391,418,298544
1307,126475,NA,0,0,0,0
1311,103254,33257,0.111097340981934,20.4035214397153,61,176149
1313,222703,36012,4.29637094059643,59.0989645039552,2359,510217
1316,386386,7841,0.0491742328936429,1.56557230401076,27,13516
1318,312075,649,0.0437104292387937,8.10666682752302,24,69987
1329,67768,30809,0.0182126788494974,13.9647057223913,10,120561
1330,360222,NA,0,0,0,0
1333,374866,NA,0,0,0,0
1334,26191,35031,0,59.0286550641405,0,509610
1338,332372,17817,0,0.46703074354627,0,4032
1339,38957,34974,0,3.42975702291792,0,29610
1340,227118,36551,40.4303257779992,233.649156621547,22199,2017155
1341,233747,14139,0.0582805723183915,15.4551036830089,32,133428
1342,193248,38139,0,9.97131487058052,0,86085
1357,266087,21972,0.089242126362537,17.7101023227308,49,152896
1359,327568,NA,0,0,0,0
1362,323760,3289,19.9519896796244,19.7863736714577,10955,170821
1370,132382,3933,96.5180915629112,98.4502429030063,52995,849947
1374,303554,35346,1.11279467770429,30.9526015257741,611,267222
1375,248640,NA,0,0,0,0
1379,347731,NA,0,0,0,0
1384,10008,39125,0,27.2058149529837,0,234875
1388,354583,10864,0,64.1124793037848,0,553500
1390,60711,32439,24.0880890463452,77.7823950355201,13226,671516
1397,47977,29355,0,67.1076382736805,0,579358
1405,361199,30629,0,59.0520529337329,0,509812
1413,13098,11400,0,0.462860826193178,0,3996
1414,227409,11820,0,2.51202771212499,0,21687
1419,344736,7175,0.224015949848817,31.395423582465,123,271045
1420,179293,24473,1.30220653773906,56.577206984673,715,488446
1423,272274,NA,0,0,0,0
1431,290039,7751,0,29.6814717193067,0,256248
1437,338948,7988,0,5.28177948287856,0,45599
1441,58905,33973,0.0801357869377884,11.3725229322569,44,98182
1442,314948,375,0,3.5234643323249,0,30419
1450,5214,14210,0.00182126788494974,13.0172078349388,1,112381
1459,364623,28600,0,8.81705858103722,0,76120
1463,67061,NA,0,0,0,0
1467,386335,NA,0,0,0,0
1474,192719,33379,0.0382466255839444,3.09037208279129,21,26680
1475,120849,NA,0,0,0,0
1476,296902,1365,7.45627072098422,4.06532192615165,4094,35097
1480,313942,5440,0,0.0704252708522153,0,608
1483,133760,20146,30.6082280744653,31.9373970073293,16806,275724
1487,391795,14865,16.2092841760526,75.5370103719178,8900,652131
1500,145784,33257,0.162092841760526,35.8378913669962,89,309398
1501,65418,39438,0,20.162477050499,0,174068
1506,137179,16560,0,0.110618640894516,0,955
1507,82057,NA,0,0,0,0
1510,351821,14108,0,29.7235183859504,0,256611
1511,182099,NA,0,0,0,0
1516,278588,NA,0,0,0,0
1518,274639,30860,0,0.156371900740939,0,1350
1521,193142,38975,43.4827707531749,30.5693166224025,23875,263913
1522,156901,30108,11.9730150756596,60.6025672028575,6574,523198
1523,267165,35135,0.0582805723183915,54.2885015130136,32,468687
1530,226619,12753,0.0145701430795979,8.55898702929588,8,73892
1532,1055,37956,33.6206051561721,60.1359997834616,18460,519170
1534,83481,4767,0,4.28424258718896,0,36987
1535,127355,3976,0.821391816112331,26.7168921433337,451,230654
1537,181208,966,0,12.0771231338918,0,104265
1538,101186,32874,0.486278525281579,25.0965317585448,267,216665
1539,255367,36551,43.4463453954759,250.413382691351,23855,2161885
1542,312534,NA,0,0,0,0
1550,62908,7290,0,1.22375491209483,0,10565
1552,184441,36167,0,63.8245233443463,0,551014
1553,240233,14921,7.45809198886917,32.3768599639301,4095,279518
1556,86307,38737,0.291402861591958,29.8661063932186,160,257842
1557,341257,3582,120.817447683911,182.637167668725,66337,1576755
1563,393626,NA,0,0,0,0
1565,45045,25877,0,5.68255487292571,0,49059
1586,267990,14617,0.0983484657872857,6.81155999627529,54,58806
1589,129298,NA,0,0,0,0
1596,9253,31079,0.433461756618037,37.5394493091328,238,324088
1599,315316,NA,0,0,0,0
1607,27361,43,0.48081472162673,41.4112175714785,264,357514
1613,384929,8540,0,0,0,0
1615,313557,39479,0,15.0640581001189,0,130052
1618,167498,21620,0.0546380365484921,19.2381453705637,30,166088
1623,179748,15809,55.2590888972599,69.384297317431,30341,599013
1629,228312,NA,0,0,0,0
1633,65954,1694,0,1.09668826386312,0,9468
1638,357184,NA,0,0,0,0
1639,296681,36950,0,7.96627960996893,0,68775
1644,360543,7541,33.1507180418551,22.3702166268859,18202,193128
1654,169276,NA,0,0,0,0
1658,395143,20325,0,31.652452654868,0,273264
1659,98400,2969,1.66281757895911,48.504362820125,913,418751
1666,34794,4997,0,0.0488806978612416,0,422
1667,367338,2990,0.0200339467344471,11.7224484968039,11,101203
1669,203445,27649,0,13.2824609110105,0,114671
1673,111509,18598,0.287760325822058,20.9505914302334,158,180872
1674,6620,28393,0.182126788494974,34.5684990260926,100,298439
1676,81562,19564,0.0109276073096984,8.36983494491814,6,72259
1678,200509,36817,0.107454805212034,4.28181013539966,59,36966
1688,180760,36949,8.42154270000758,50.7787052431238,4624,438386
1690,246564,19708,0.0855995905926376,7.46832197938723,47,64476
1691,52179,63,0,0.0118147658337598,0,102
1696,105230,NA,0,0,0,0
1700,253845,25993,0,5.40791948280959,0,46688
1703,138687,24975,0,65.6262751339947,0,566569
1707,70645,17137,0.00910633942474868,10.6174203982346,5,91663
1709,29374,18715,1.61910714972031,10.4974194432956,889,90627
1710,11492,NA,0,0,0,0
1711,94590,37911,0,6.51190510204061,0,56219
1712,369946,27507,0,19.2184540941741,0,165918
1721,355618,14139,0.0582805723183915,15.4551036830089,32,133428
1722,113425,34175,0,5.69228468008292,0,49143
1724,48977,2146,0.0163914109645476,80.3452725731453,9,693642
1727,395132,37859,0,0.24208686855449,0,2090
1728,389374,562,0,55.8911397490518,0,482523
1732,86454,NA,0,0,0,0
1733,364334,NA,0,0,0,0
1735,288145,21017,64.8407792399805,41.7811819055278,35602,360708
1736,229400,39618,0.0418891613538439,11.0389295440096,23,95302
1738,330950,NA,0,0,0,0
1743,138808,30518,0,16.0697031684395,0,138734
1748,14326,NA,0,0,0,0
1764,56884,15739,0,8.73505020642642,0,75412
1768,372058,12284,0.0236764825043466,16.0266140224576,13,138362
1770,339068,17807,0.182126788494974,15.9420573650199,100,137632
1775,88188,934,5.25435784807999,19.4532436073607,2885,167945
1779,268746,6093,171.069871165444,48.8870685683088,93929,422055
1783,105324,10555,0.0182126788494974,0.867921964631002,10,7493
1785,45451,NA,0,0,0,0
1790,372097,NA,0,0,0,0
1804,113644,2443,0,5.26486815139102,0,45453
1806,189962,NA,0,0,0,0
1807,103589,NA,0,0,0,0
1813,245289,12284,0.0382466255839444,15.6237536737339,21,134884
1814,112741,12386,0,0.0571047015298391,0,493
1817,289454,22288,0,56.8974798035979,0,491211
1818,372479,32530,0.109276073096984,10.5260297095793,60,90874
1820,364895,NA,0,0,0,0
1830,256912,25993,0.0127488751946481,19.1007697599869,7,164902
1833,148461,NA,0,0,0,0
1834,12732,NA,0,0,0,0
1836,328115,23489,0.371538648529746,5.7540226231162,204,49676
1838,336691,NA,0,0,0,0
1840,75108,14266,0,27.4943500676101,0,237366
1843,342633,24454,0.748541100714341,19.5271438093405,411,168583
1849,237651,21006,0,35.8771580887379,0,309737
1853,221784,34742,0,1.31456644556216,0,11349
1858,12017,33788,76.6790204921538,51.5682095953092,42102,445202
1860,370516,36426,13.3826764186107,66.0234597618767,7348,569998
1862,282377,4751,0.737613493404643,26.2159229057747,405,226329
1863,292177,37719,0,110.390569581509,0,953031
1864,133901,NA,0,0,0,0
1874,139984,23825,0.313258076211354,15.2431328842267,172,131598
1876,334953,10798,0,7.40009749824915,0,63887
1877,236003,24892,0.0218552146193968,18.0790241774418,12,156081
1879,63430,29094,0.364253576989947,12.8162409847273,200,110646
1880,350500,NA,0,0,0,0
1884,50637,15750,0.234943557158516,27.8493721978108,129,240431
1886,342979,28086,0,0.614715316468268,0,5307
1887,349440,34384,0.149343966565878,7.4751560106048,82,64535
1897,140096,14790,0,6.02912133738266,0,52051
1899,177687,11516,0.0509955007785926,40.3665374434914,28,348495
1903,64361,9113,0,0.909968631274677,0,7856
1905,363082,34082,0.0182126788494974,3.76091795937595,10,32469
1912,363778,23522,0.13477382348628,10.6211269914373,74,91695
1913,64071,13996,0.941595496519013,37.6450872154112,517,325000
1916,140870,18451,0,6.94383904119836,0,59948
1919,132648,32782,0.0200339467344471,24.7557568459671,11,213723
1920,370686,26509,0,10.7253749252646,0,92595
1929,106054,11902,0,0.0249036730809643,0,215
1930,271191,3743,0,0.12764580341964,0,1102
1934,354794,37759,0,1.47012752903999,0,12692
1937,320368,NA,0,0,0,0
1938,160830,1701,0.34239836237055,38.7699224214076,188,334711
1939,293797,20359,0,8.01029540425156,0,69155
1940,268566,5460,0.0418891613538439,11.8819478355596,23,102580
1942,212731,29907,23.7912223810984,24.8268771030449,13063,214337
1943,257597,2391,0,0.0389192286288558,0,336
1945,189227,19802,0,0.0714677501904882,0,617
1949,290441,1943,0,6.82731301738697,0,58942
1952,306428,29580,0,1.14753808936332,0,9907
1954,173682,NA,0,0,0,0
1970,332495,30574,15.3022927693477,56.8078265805065,8402,490437
1975,117469,11805,0.0673869117431402,6.39445242992853,37,55205
1986,106208,NA,0,0,0,0
1990,91497,1814,0.0837783227076878,9.24528592699222,46,79817
1998,361147,35089,0.0382466255839444,26.6638415281193,21,230196
2013,340992,13150,0.0200339467344471,8.4447776262362,11,72906
2016,330572,NA,0,0,0,0
2017,69635,34300,0.509955007785926,29.5651773575705,280,255244
2020,172297,8731,0,0.000810817263101163,0,7
2023,315849,NA,0,0,0,0
2027,237263,6893,0.0601018402033413,0.312048815256362,33,2694
2034,81963,13741,0.0200339467344471,8.16203406348907,11,70465
2036,138142,30642,0,1.21182431522348,0,10462
2042,85231,14894,38.6891936799872,47.570996319258,21243,410693
2043,253326,13926,0.154807770220728,16.920713801583,85,146081
2058,169049,34895,2.93588383053897,19.2058285110773,1612,165809
2062,85678,638,57.4591805022792,46.9291765399946,31549,405152
2068,212466,NA,0,0,0,0
2075,201374,19195,0.251334968123063,4.20501415748022,138,36303
2079,124170,28873,0.418891613538439,37.6618827158611,230,325145
2081,64198,NA,0,0,0,0
2098,134166,35060,0,0,0,0
2103,291768,NA,0,0,0,0
2104,372504,37472,5.61496888930003,36.275964351146,3083,313180
2110,137339,31079,0.652013902812005,47.5208414799833,358,410260
2114,75070,38781,0,13.1053552545417,0,113142
2118,47989,12525,0.0910633942474868,14.5389960067421,50,125519
2124,341570,27900,0.0692081796280899,22.1992500154092,38,191652
2128,334173,16789,0,24.5832844310018,0,212234
2133,16691,34336,37.5709351986281,66.0623789905056,20629,570334
2139,294458,NA,0,0,0,0
2140,208699,30251,8.44157664674202,78.2601980655619,4635,675641
2143,56172,33839,0.364253576989947,15.9889689352422,200,138037
2145,238306,8477,0,25.2068029063265,0,217617
2147,578,14014,0.646550099157156,63.3090752270892,355,546564
2151,3469,4499,0.947059300173862,24.1267943118758,520,208293
2155,242196,NA,0,0,0,0
2158,292276,10864,0,64.1124793037848,0,553500
2172,363199,NA,0,0,0,0
2175,252538,13064,0,19.191349631379,0,165684
2178,94532,12184,0.249513700238114,32.417748320198,137,279871
2182,265600,21013,0,2.15109819900739,0,18571
2184,208970,18243,0,11.069856431045,0,95569
2187,282073,29080,0.265905111202661,11.1537181022572,146,96293
2188,273001,36572,0,7.53677812260048,0,65067
2190,42223,28190,0,32.0696760522524,0,276866
2192,285231,4276,105.671783952669,50.9684364826895,58021,440024
2195,125650,NA,0,0,0,0
2196,294933,NA,0,0,0,0
2198,262902,22641,0,0,0,0
2203,299861,833,0,11.2832172022782,0,97411
2210,271068,NA,0,0,0,0
2211,200270,39125,0,27.2058149529837,0,234875
2219,172122,NA,0,0,0,0
2221,376965,NA,0,0,0,0
2229,236719,521,0,1.17846497639875,0,10174
2232,34065,20576,4.29272840482653,39.8393903914381,2357,343944
2237,316186,7341,0.0400678934688942,63.390504446512,22,547267
2238,59519,NA,0,0,0,0
2240,91502,NA,0,0,0,0
2252,288482,1287,0,0.12764580341964,0,1102
2253,105665,NA,0,0,0,0
2258,238240,25486,0.604660937803312,21.7904822837686,332,188123
2259,128046,7118,0.451674435467534,19.8397717797848,248,171282
2264,339893,26578,0.0947059300173863,11.7899779917164,52,101786
2272,311240,13127,0,0.112703599571062,0,973
2273,35777,37343,0.211267074654169,16.8921035352993,116,145834
2274,20689,36012,2.19827033713433,32.2642721953967,1207,278546
2276,224368,13920,0.544559097599971,57.6947448353015,299,498094
2278,302198,17107,13.8288870504233,82.4486483846673,7593,711801
2279,93994,23781,0.222194681963868,66.490490505423,122,574030
2281,32525,NA,0,0,0,0
2285,364342,20905,0,13.0209144281416,0,112413
2295,230745,28412,6.19413207671405,51.2027626717257,3401,442047
2297,11157,NA,0,0,0,0
2298,395100,10112,0.111097340981934,22.6804121455409,61,195806
2299,164269,10894,1.30402780562401,68.5571478780302,716,591872
2300,363161,37264,6.22327236287325,32.0501006069004,3417,276697
2308,47348,38749,0.160271573875577,2.56542582045208,88,22148
2315,19047,11073,0,5.68788310065466,0,49105
2317,46254,26411,0.193054395804672,28.5830459898798,106,246765
2321,361813,31073,15.799498901939,45.3390480560157,8675,391424
2327,282537,17506,0.0218552146193968,12.9640413886869,12,111922
