"acc_id","char_id","class","level","pledge_cnt","pledge_cnt_change","combat_cnt"
775,82796,7,16,1.54042182293866,24,0.170642194960437
777,222798,4,16,0,0,0.0242619234540905
778,205390,4,16,0,0,0.00404365390901509
783,71262,3,16,0,0,0.266881157994996
784,88351,0,0,0,0,0
785,330733,4,16,0,0,0.0161746156360604
787,27983,7,2,0,0,0
792,185933,4,16,0,0,0.0525675008171962
794,4143,0,16,0,0,0.141527886815528
795,65898,1,17,5.13473940979553,80,0.0606548086352264
797,5172,4,17,0,0,0.493325776899841
799,386609,4,16,0,0,0
800,225147,3,17,266.878080824122,4158,1.49857813868099
805,338925,1,2,0,0,0
811,272210,1,0,0,0,0
812,54774,2,17,0,0,0.0525675008171962
817,32342,3,16,0,0,0.109178655543407
819,251835,3,17,143.965256202142,2243,2.65627625283201
820,106940,2,16,0,0,0.0283055773631056
826,359369,7,14,5.77658183601997,90,0.400321736992494
833,249406,1,16,0,0,0.477151161263781
839,334476,2,10,0,0,0
848,104182,1,16,0,0,0.0606548086352264
849,329290,2,16,0.577658183601997,9,1.31823117433892
850,181063,3,12,0,0,0
856,250855,4,17,0,0,0.00808730781803018
868,336500,1,16,0,0,0.0161746156360604
875,386402,3,16,0,0,0.0727857703622716
878,8298,0,0,0,0,0
880,62978,2,17,54.492421986455,849,2.72137908076716
881,24650,1,16,0.449289698357109,7,0.255154561658852
882,13653,4,14,0.0641842426224441,1,0.0202182695450755
883,354242,1,17,1.28368485244888,20,0.319448658812192
899,140442,7,17,0,0,0.0606548086352264
900,321396,2,16,0,0,0.00808730781803018
906,392506,5,16,0,0,0.367972505720373
908,317606,7,2,0,0,0.00404365390901509
912,143399,2,1,0,0,0
924,346530,7,11,0,0,0
929,70276,7,1,0,0,0
935,46564,7,17,0,0,0.105135001634392
941,196435,1,15,0.192552727867332,3,0.0202182695450755
944,374353,3,16,0,0,0.0283055773631056
945,323791,2,17,4.30034425570375,67,0.570155201171128
955,196845,1,16,4.74963395406086,74,0.558428604834984
956,173727,7,17,11.8740848851522,185,0.0808730781803018
957,2979,3,13,1.28368485244888,20,1.60937425578801
964,286461,1,17,16.3669818687232,255,0.326322870457518
967,277110,3,13,4.04360728521398,63,1.95308483805429
968,266682,4,17,0,0,5.67324643434817
973,225033,2,16,1.92552727867332,30,0.0606548086352264
981,337058,4,15,0.834395154091773,13,0.0242619234540905
989,158287,2,16,0,0,0.765868050367458
992,365004,4,16,0,0,0.0283055773631056
1001,4281,4,16,0,0,0.218357311086815
1005,177760,1,17,0.256736970489776,4,0.169833464178634
1007,321682,2,16,0,0,0.0566111547262113
1015,160977,2,17,0,0,0.0404365390901509
1017,246664,5,17,9.04997820976462,141,0.582286162898173
1021,281097,2,17,0,0,0.0566111547262113
1022,154848,1,15,1.47623758031621,23,0.129396925088483
1023,275805,1,16,17.9715879342843,280,0.849167320893169
1033,90359,2,16,0.0641842426224441,1,0.0202182695450755
1034,10114,7,0,0,0,0.00404365390901509
1037,134607,0,16,0,0,0.00808730781803018
1038,147356,0,16,0,0,0.0202182695450755
1050,320209,1,16,0,0,0.00808730781803018
1055,27559,0,16,6.29005577699952,98,0.762633127240246
1056,383539,6,11,0,0,0.00404365390901509
1061,48026,4,17,0.128368485244888,2,0.0363928851811358
1064,319950,5,16,0,0,0.00404365390901509
1082,21407,0,0,0,0,0
1086,221742,7,16,28.2410667538754,440,0.793364896948761
1092,140550,1,0,0,0,0.218357311086815
1109,270874,7,0,0,0,0
1110,368270,3,16,0,0,0.101091347725377
1112,295741,4,16,0,0,0.0485238469081811
1113,24282,2,15,0,0,0.109178655543407
1122,363407,0,14,0,0,0.00404365390901509
1133,78007,2,16,1.28368485244888,20,0.137484232906513
1138,183917,2,15,4.55708122619353,71,0.323492312721207
1144,107479,3,16,0,0,0.335623274448253
1145,344101,3,15,63.6065844388421,991,7.25835876668209
1146,46825,3,16,8.72905699665239,136,1.4731031190542
1150,80061,4,16,0,0,0.0566111547262113
1153,211154,1,16,0,0,0.137484232906513
1156,37554,0,15,0,0,0.00404365390901509
1163,232938,3,16,0,0,0.00404365390901509
1168,176333,3,15,0,0,0.00404365390901509
1170,204839,5,16,0,0,0
1183,152030,4,16,0,0,0.0525675008171962
1184,120357,2,11,0,0,0.0121309617270453
1192,280618,2,16,0,0,0.638492952233483
1193,300654,2,16,0,0,0.00808730781803018
1197,167448,2,16,0.128368485244888,2,0.0930040399073471
1201,215055,2,11,0,0,0
1208,212299,1,13,0,0,0.0161746156360604
1218,311831,1,0,0,0,0
1223,215209,7,17,18.7417988457537,292,1.05539367025294
1229,193954,5,16,5.58402910815263,87,0.4286273143556
1240,316049,1,17,4.87800243930575,76,0.0606548086352264
1241,113798,2,15,0,0,0.283055773631056
1252,203731,7,15,4.68544971143842,73,0.885560206074305
1256,218528,0,5,0,0,0
1270,151490,1,16,0,0,0.00808730781803018
1273,22098,5,11,0,0,0
1274,364781,3,16,0,0,0.392638794565365
1276,318921,1,16,0,0,0.165789810269619
1282,164300,3,16,0,0,0
1284,160706,2,16,8.72905699665239,136,0.315405004903177
1287,237039,7,16,0,0,0.246662888449921
1288,171611,3,16,0,0,0.149615194633558
1289,257923,4,16,0,0,0.186008079814694
1291,26170,1,17,0,0,0.0283055773631056
1295,123947,1,16,0,0,0.00404365390901509
1299,135552,2,16,0,0,0.0121309617270453
1307,126475,5,0,0,0,0
1311,103254,1,16,0,0,0.0485238469081811
1313,222703,4,17,4.3645284983262,68,1.18196003760511
1316,386386,2,15,0,0,0
1318,312075,2,16,0,0,0.044480192999166
1329,67768,7,16,0,0,0.210270003268785
1330,360222,3,1,0,0,0
1333,374866,7,16,0,0,0.0121309617270453
1334,26191,7,16,0,0,0.343710582266283
1338,332372,7,16,0,0,0.145571540724543
1339,38957,4,16,0,0,0
1340,227118,3,17,0.0641842426224441,1,0.0121309617270453
1341,233747,4,16,0,0,0.311361350994162
1342,193248,4,14,0.385105455734664,6,0.218357311086815
1357,266087,4,16,0,0,0.0242619234540905
1359,327568,7,17,0,0,0.02143136571778
1362,323760,3,16,17.779035206417,277,0.274968465813026
1370,132382,5,17,0.449289698357109,7,0.270924811904011
1374,303554,2,17,4.17197577045887,65,3.41688755311775
1375,248640,5,14,0,0,0.00404365390901509
1379,347731,7,0,0,0,0
1384,10008,3,16,0,0,0.109178655543407
1388,354583,3,16,0,0,0.00404365390901509
1390,60711,4,17,22.5928534031003,352,0.210270003268785
1397,47977,2,16,0,0,0.105135001634392
1405,361199,2,16,0,0,0.0687421164532565
1413,13098,3,16,0,0,0.137888598297415
1414,227409,3,16,0,0,0.950258668618546
1419,344736,6,15,0,0,0.044480192999166
1420,179293,3,16,2.69573819014265,42,0.299230389267117
1423,272274,1,4,0,0,0
1431,290039,3,16,0,0,0.380103467447419
1437,338948,3,16,0,0,0.0687421164532565
1441,58905,5,16,0,0,0.0202182695450755
1442,314948,4,14,0,0,0.46097654562772
1450,5214,7,16,0,0,0.113222309452423
1459,364623,4,16,0,0,0.893647513892335
1463,67061,7,2,0,0,0
1467,386335,0,0,0,0,0
1474,192719,1,16,0,0,0.0161746156360604
1475,120849,1,0,0,0,0
1476,296902,4,17,262.770289296286,4094,7.7961647365811
1480,313942,2,16,0,0,0.00404365390901509
1483,133760,3,16,2.43900121965288,38,0.00808730781803018
1487,391795,2,17,18.356693390019,286,0.246662888449921
1500,145784,0,16,0,0,0.22240096499583
1501,65418,1,16,0,0,0.00404365390901509
1506,137179,7,16,0,0,0.0161746156360604
1507,82057,2,16,0,0,0.0161746156360604
1510,351821,3,16,0,0,0.291143081449087
1511,182099,1,0,0,0,0
1516,278588,1,0,0,0,0
1518,274639,1,16,0,0,0.0121309617270453
1521,193142,6,17,3.53013334423442,55,0.129396925088483
1522,156901,3,15,2.69573819014265,42,0.198139041541739
1523,267165,5,16,0,0,0.137484232906513
1530,226619,3,16,0,0,0.590373470716203
1532,1055,2,16,0.192552727867332,3,0.00808730781803018
1534,83481,6,16,0,0,0.0646984625442415
1535,127355,2,15,0.0641842426224441,1,0
1537,181208,3,15,0,0,0
1538,101186,4,16,0,0,0.198139041541739
1539,255367,0,17,0,0,0.0161746156360604
1542,312534,1,3,0,0,0
1550,62908,2,15,0,0,0.00808730781803018
1552,184441,3,15,0,0,0.00808730781803018
1553,240233,4,16,7.50955638682596,117,0.0161746156360604
1556,86307,7,15,1.09113212458155,17,0.646984625442415
1557,341257,4,17,64.7619008060461,1009,0.594417124625218
1563,393626,1,17,0,0,0
1565,45045,3,16,0,0,0.00404365390901509
1586,267990,3,16,0,0,0
1589,129298,7,0,0,0,0
1596,9253,0,16,0.192552727867332,3,0.0121309617270453
1599,315316,7,2,0,0,0
1607,27361,7,16,0.0641842426224441,1,0.0404365390901509
1613,384929,1,1,0,0,0
1615,313557,3,16,0,0,0
1618,167498,4,17,0.385105455734664,6,0.141527886815528
1623,179748,4,17,62.5154523142605,974,0.650219548569627
1629,228312,1,17,0,0,0.501817450108773
1633,65954,5,7,0,0,0
1638,357184,2,1,0,0,0
1639,296681,0,16,0.770210911469329,12,2.2240096499583
1644,360543,4,15,89.6012027009319,1396,1.46784636897248
1654,169276,1,17,0,0,1.5818774092067
1658,395143,1,16,0,0,1.05943732416195
1659,98400,2,16,2.7599224327651,43,0.655071933260445
1666,34794,2,17,0,0,0.0121309617270453
1667,367338,4,16,0,0,0.0202182695450755
1669,203445,3,17,0,0,0.0727857703622716
1673,111509,4,15,0,0,0.0566111547262113
1674,6620,7,16,0.256736970489776,4,0.117265963361438
1676,81562,1,16,0,0,0.109178655543407
1678,200509,2,16,10.4620315474584,163,0.792556166166958
1688,180760,1,17,0.128368485244888,2,0.0242619234540905
1690,246564,0,11,0,0,0.00404365390901509
1691,52179,4,16,0,0,0.00404365390901509
1696,105230,1,2,0,0,0
1700,253845,6,16,0,0,0.250706542358936
1703,138687,0,16,0,0,0
1707,70645,4,17,0,0,0.101091347725377
1709,29374,1,17,15.0832970162744,235,2.83055773631056
1710,11492,7,2,0,0,0
1711,94590,2,16,0,0,0.250706542358936
1712,369946,4,16,0,0,0.109178655543407
1721,355618,4,16,0.577658183601997,9,0.570155201171128
1722,113425,0,15,0,0,0.00404365390901509
1724,48977,4,16,0,0,0
1727,395132,1,17,0,0,0.0161746156360604
1728,389374,5,16,0,0,0.287099427540071
1732,86454,1,5,0,0,0
1733,364334,1,17,0,0,0.0404365390901509
1735,288145,2,16,58.4718450290466,911,0.412452698719539
1736,229400,4,16,0,0,0.00404365390901509
1738,330950,2,1,0,0,0
1743,138808,0,16,0,0,0.0202182695450755
1748,14326,1,2,0,0,0
1764,56884,3,16,0,0,1.45571540724543
1768,372058,4,16,0,0,0.0202182695450755
1770,339068,3,16,0,0,0.202991426232558
1775,88188,1,14,0.385105455734664,6,0.105135001634392
1779,268746,2,17,237.9309874014,3707,0.799026012421382
1783,105324,2,16,0.641842426224441,10,0.0808730781803018
1785,45451,1,0,0,0,0
1790,372097,1,2,0,0,0
1804,113644,0,16,0,0,0.00404365390901509
1806,189962,5,17,0,0,0.194095387632724
1807,103589,1,0,0,0,0.00404365390901509
1813,245289,3,16,0.256736970489776,4,0.0242619234540905
1814,112741,1,16,0,0,0.00404365390901509
1817,289454,3,15,0,0,0
1818,372479,1,16,0,0,0.0323492312721207
1820,364895,1,2,0,0,0.00404365390901509
1830,256912,2,16,0,0,0.00404365390901509
1833,148461,7,2,0,0,0
1834,12732,7,1,0,0,0
1836,328115,4,16,0,0,0.101091347725377
1838,336691,1,2,0,0,0
1840,75108,3,16,0,0,0.820861743530063
1843,342633,1,16,0.449289698357109,7,0.266881157994996
1849,237651,3,17,0,0,0.0646984625442415
1853,221784,3,16,0,0,0
1858,12017,6,15,1.66879030818355,26,0.0727857703622716
1860,370516,3,16,1.15531636720399,18,0.0202182695450755
1862,282377,1,16,0,0,0.0202182695450755
1863,292177,2,16,0,0,0.0646984625442415
1864,133901,7,0,0,0,0
1874,139984,3,15,0,0,0.0566111547262113
1876,334953,4,16,0,0,0.0606548086352264
1877,236003,7,14,0,0,0.0363928851811358
1879,63430,2,16,1.54042182293866,24,2.18438184164995
1880,350500,0,0,0,0,0
1884,50637,2,16,0,0,0.088960385998332
1886,342979,3,11,0,0,0.0485238469081811
1887,349440,0,16,0,0,0.646984625442415
1897,140096,1,17,0,0,0.00808730781803018
1899,177687,4,16,0,0,0
1903,64361,1,17,19.2552727867332,300,0.602504432443248
1905,363082,7,16,0,0,0.117265963361438
1912,363778,4,17,1.92552727867332,30,0.44480192999166
1913,64071,1,16,1.66879030818355,26,0.331579620539237
1916,140870,1,17,0,0,0.00808730781803018
1919,132648,4,16,0.192552727867332,3,0.0202182695450755
1920,370686,1,16,0,0,0.0598460778534233
1929,106054,5,16,0,0,0.00808730781803018
1930,271191,0,14,0,0,0.0202182695450755
1934,354794,4,17,0,0,0.169833464178634
1937,320368,7,0,0,0,0
1938,160830,3,14,0,0,0.0202182695450755
1939,293797,0,16,0.192552727867332,3,2.26848984295747
1940,268566,4,17,0,0,0.315405004903177
1942,212731,6,16,0,0,0.00808730781803018
1943,257597,7,16,0,0,0.00808730781803018
1945,189227,3,17,0,0,0.0242619234540905
1949,290441,5,15,0,0,0.0242619234540905
1952,306428,3,16,0,0,0.00808730781803018
1954,173682,0,0,0,0,0
1970,332495,7,15,9.49926790812172,148,0.727857703622716
1975,117469,3,17,0,0,0.319448658812192
1986,106208,1,17,0,0,0.404365390901509
1990,91497,7,17,2.95247516063243,46,0.343710582266283
1998,361147,3,16,0,0,0
2013,340992,0,16,0,0,0.044480192999166
2016,330572,1,2,0,0,0
2017,69635,7,15,0,0,0
2020,172297,3,5,0,0,0.00404365390901509
2023,315849,1,1,0,0,0
2027,237263,7,16,0.770210911469329,12,0.137484232906513
2034,81963,2,16,0,0,0.121309617270453
2036,138142,3,14,0,0,0
2042,85231,3,16,1.02694788195911,16,0.137484232906513
2043,253326,1,17,1.86134303605088,29,0.315405004903177
2058,169049,6,15,11.8740848851522,185,0.748075973167792
2062,85678,1,17,139.023069520214,2166,0.372016159629388
2068,212466,4,16,0,0,0.0161746156360604
2075,201374,2,17,8.85742548189728,138,1.25353271179468
2079,124170,1,16,0,0,0.0202182695450755
2081,64198,1,2,0,0,0
2098,134166,5,10,0,0,0
2103,291768,7,3,0,0,0.0121309617270453
2104,372504,1,16,0,0,0.347754236175298
2110,137339,4,17,0.0641842426224441,1,0.0404365390901509
2114,75070,4,16,0,0,0.323492312721207
2118,47989,5,16,0,0,0.0161746156360604
2124,341570,5,16,0,0,0.0121309617270453
2128,334173,2,17,0,0,0.101091347725377
2133,16691,1,17,5.13473940979553,80,0.226444618904845
2139,294458,1,1,0,0,0
2140,208699,3,17,0.513473940979553,8,0.044480192999166
2143,56172,6,15,0,0,0.0202182695450755
2145,238306,3,15,0,0,0
2147,578,2,16,0,0,0.0202182695450755
2151,3469,3,11,0,0,0
2155,242196,0,0,0,0,0
2158,292276,3,16,0,0,0.00808730781803018
2172,363199,0,1,0,0,0.00404365390901509
2175,252538,4,16,0,0,0.0121309617270453
2178,94532,3,16,0,0,0
2182,265600,5,16,0,0,0.533762315989992
2184,208970,4,16,0,0,0.088960385998332
2187,282073,1,17,8.27976729829529,129,0.996356323181318
2188,273001,3,17,0,0,0.23857558063189
2190,42223,3,16,0,0,3.20257389593995
2192,285231,7,17,215.209765513055,3353,4.07276821716
2195,125650,1,0,0,0,0
2196,294933,1,2,0,0,0.00404365390901509
2198,262902,0,10,0,0,0
2203,299861,0,16,0,0,0
2210,271068,7,2,0,0,0
2211,200270,3,16,0,0,0.125353271179468
2219,172122,3,16,0,0,0.0363928851811358
2221,376965,0,0,0,0,0
2229,236719,1,2,0,0,0
2232,34065,5,16,0.577658183601997,9,0.0727857703622716
2237,316186,4,16,0,0,0.00404365390901509
2238,59519,7,0,0,0,0
2240,91502,7,2,0,0,0
2252,288482,1,14,0,0,0
2253,105665,5,17,0,0,0.0242619234540905
2258,238240,1,17,0,0,0.0283055773631056
2259,128046,0,17,0.962763639336661,15,0.307317697085147
2264,339893,5,16,0.513473940979553,8,0.894051879283237
2272,311240,3,16,0,0,0.00404365390901509
2273,35777,5,15,0,0,0.0202182695450755
2274,20689,7,16,0,0,0
2276,224368,0,13,0,0,0.00404365390901509
2278,302198,3,16,0,0,0.0088960385998332
2279,93994,3,16,0,0,0.0363928851811358
2281,32525,7,0,0,0,0.00404365390901509
2285,364342,2,15,0,0,0.0161746156360604
2295,230745,3,16,0.0641842426224441,1,0.0121309617270453
2297,11157,7,2,0,0,0.00404365390901509
2298,395100,2,17,0.32092121311222,5,0.456932891718705
2299,164269,3,17,1.6046060655611,25,0.81196570493023
2300,363161,4,17,103.336630622135,1610,3.6433321720226
2308,47348,1,17,5.64821335077508,88,1.46380271506346
2315,19047,4,14,0,0,0.22240096499583
2317,46254,1,16,0,0,0.408409044810524
2321,361813,3,17,7.38118790158107,115,1.10108695942481
2327,282537,7,16,0.0641842426224441,1,0.105135001634392
2328,287410,3,17,0.770210911469329,12,0.165789810269619
2338,22348,2,16,0.192552727867332,3,0.117265963361438
2341,59176,7,11,0,0,0
2344,339131,1,17,0,0,0.0849167320893169
2348,273254,4,16,0,0,0.0566111547262113
2349,314688,4,16,0,0,0.0121309617270453
2353,316211,4,15,0,0,0
2356,325009,2,16,0,0,0.113222309452423
2359,11038,7,17,46.0842862029149,718,0.440353910691743
2360,124519,3,16,0,0,0.00808730781803018
2366,382377,3,13,2.50318546227532,39,1.42336617597331
2370,18557,3,16,0,0,0.0404365390901509
2372,148157,7,13,0,0,0.0727857703622716
2373,76598,2,10,0,0,0
2385,218457,1,17,0,0,0.218357311086815
2391,395929,1,17,0,0,0.109178655543407
2393,12680,1,15,0.0641842426224441,1,0.0363928851811358
2400,376767,4,16,0,0,0
2402,339399,2,3,0,0,0.00404365390901509
2404,211089,4,16,0,0,0.0283055773631056
2405,275545,4,13,0,0,0.485238469081811
2409,154804,4,16,0,0,0.0202182695450755
2411,135891,3,16,0,0,0.0323492312721207
2412,37885,1,16,0,0,0.00404365390901509
2414,1598,2,16,0,0,0.186008079814694
2417,81774,0,17,0,0,0
2425,265576,2,17,14.1205333769377,220,0.372016159629388
2433,291251,1,17,0.128368485244888,2,0.23048827281386
2434,46947,3,16,0,0,0.0121309617270453
2435,323890,0,16,1.28368485244888,20,0.525675008171962
2437,118457,0,16,0.0641842426224441,1,2.0096959927805
2441,376473,3,16,0.577658183601997,9,0.181964425905679
2442,70166,3,14,0,0,0.566111547262113
2447,287282,4,16,20.667326124427,322,2.50706542358936
2449,86245,3,14,0,0,0.0545893277717037
2467,202302,5,16,0,0,0.0363928851811358
2468,335865,3,17,167.649241729824,2612,6.53090542845027
2470,286627,3,17,0,0,0.088960385998332
2478,185789,5,17,3.2092121311222,50,0.566111547262113
2479,265348,2,16,0,0,0
2481,127818,3,16,0,0,0
2492,143424,1,14,0,0,0.0121309617270453
2493,186870,7,16,0.256736970489776,4,0.0121309617270453
2497,194369,1,2,0,0,0
2500,25743,3,16,0,0,0.513544046444916
2504,334624,3,17,4.42871274094864,69,0.286290696758268
2505,272970,2,16,0,0,0.088960385998332
2509,306241,1,2,0,0,0.00404365390901509
2516,140478,1,0,0,0,0
2518,155068,3,16,0,0,0.00808730781803018
2519,93435,4,16,0,0,0.0121309617270453
2521,350964,1,1,0,0,0
2522,281967,1,17,0.449289698357109,7,0.0727857703622716
2526,204165,1,16,0.192552727867332,3,0.0363928851811358
2528,226695,3,16,0,0,0.0930040399073471
2530,253648,2,16,0.0641842426224441,1,0.0121309617270453
2532,340244,2,17,0,0,0.161746156360604
2538,101377,1,15,0,0,0.00808730781803018
2548,87370,1,16,0,0,0.0283055773631056
2549,170665,2,17,1.73297455080599,27,0.214718022568701
2552,326001,3,14,0.192552727867332,3,0.270924811904011
2556,388057,1,2,0,0,0
2558,190889,5,15,47.688892268476,743,1.75494579651255
2565,66382,0,16,0,0,0.0525675008171962
2566,311794,2,17,201.666890319719,3142,2.29719978571147
2568,82461,2,16,0,0,0.0930040399073471
2570,89574,3,15,0,0,0
