"acc_id","survival_time","amount_spent","churn","payment","first_week"
1056,64,0,0,0,1
1057,41,0,1,0,1
1059,64,0,0,0,2
1061,15,0.117955721274462,1,1,1
1064,64,0.000524976784531681,0,1,1
1082,36,0,1,0,1
1086,64,0.111754433007182,0,1,1
1092,64,0.0360921539365531,0,1,1
1106,1,0,1,0,4
1109,64,0,0,0,1
1110,8,0,1,0,1
1112,64,0.0152243267514187,0,1,1
1113,8,0,1,0,1
1122,64,0,0,0,1
1126,2,0,1,0,4
1129,1,0.748091917957645,1,1,2
1133,64,0.0360921539365531,0,1,1
1138,64,0.231383517782338,0,1,1
1144,29,0,1,0,1
1145,52,0.0565990595823218,1,1,1
1146,64,0.0192272747334728,0,1,1
1150,64,0.00767778547377583,0,1,1
1153,33,0.0447542708813258,1,1,1
1154,5,1.9686629419938,1,1,3
1156,22,0,1,0,1
1163,64,0,0,0,1
1168,64,0,0,0,1
1170,14,0,1,0,1
1183,64,0.0204412835477023,0,1,1
1184,8,0,1,0,1
1192,64,0.0203428504006026,0,1,1
1193,64,0.0360921539365531,0,1,1
1197,8,0,1,0,1
1201,64,0,0,0,1
1208,64,0,0,0,1
1218,64,0,0,0,1
1219,7,0,1,0,1
1223,64,0.160839762360894,0,1,1
1229,64,0.513131995830685,0,1,1
1240,64,0.18538242703775,0,1,1
1241,64,0.0694281797543148,0,1,1
1252,59,0.0943645770195696,1,1,1
1256,33,0,1,0,1
1270,64,0,0,0,1
1273,64,0.0456729802542562,0,1,1
1274,46,0.00711999764021092,1,1,1
1276,64,0,0,0,1
1282,64,0,0,0,1
1284,28,0.180296714437599,1,1,1
1285,1,0,1,0,1
1287,64,0,0,0,1
1288,40,0.0487244078143466,1,1,1
1289,8,0,1,0,1
1291,64,0.113296552311743,0,1,1
1295,8,0.0649986881348287,1,1,1
1299,64,0,0,0,1
1306,20,0,1,0,2
1307,64,0,0,0,1
1311,64,0,0,0,1
1313,64,0.0678204383516865,0,1,1
1316,64,0.0479369426375491,0,1,1
1317,22,0.0212287487244998,1,1,2
1318,47,0.0138790737410563,1,1,1
1329,64,0.178918650378203,0,1,1
1330,64,0.0304486535028375,0,1,1
1333,64,0,0,0,1
1334,32,0,1,0,1
1337,38,0.00518414574725035,1,1,1
1338,64,0.0360921539365531,0,1,1
1339,8,0,1,0,1
1340,37,0.019391329978639,1,1,1
1341,36,0,1,0,1
1342,1,0,1,0,1
1346,64,0,0,0,3
1355,8,0,1,0,3
1357,64,0.0797964712488155,0,1,1
1359,64,0.0618816384766719,0,1,1
1360,29,0,1,0,3
1361,62,0,1,0,1
1362,64,0,0,0,1
1370,64,0.0412106775857369,0,1,1
1371,5,0,1,0,4
1374,64,0.128652123259295,0,1,1
1375,64,0,0,0,1
1379,64,0,0,0,1
1384,40,0.0487244078143466,1,1,1
1388,29,0,1,0,1
1390,64,0.159297643056332,0,1,1
1397,64,0,0,0,1
1405,64,0,0,0,1
1413,31,0.0199491178122039,1,1,1
1414,64,0.051480535933138,0,1,1
1415,64,0.102206417738512,0,1,2
1419,64,0.0680173046458859,0,1,1
1420,64,0.165728608666845,0,1,1
1423,64,0,0,0,1
1431,64,0,0,0,1
1436,19,0.208218917164878,1,1,3
1437,8,0,1,0,1
1439,64,0.12281175653138,0,1,1
1441,64,0,0,0,1
1442,64,0,0,0,1
1449,16,0,1,0,1
1450,48,0,1,0,1
1459,64,0,0,0,1
1460,64,0.0229021122251946,0,1,1
1463,64,0.00154211930456181,0,1,1
1467,35,0,1,0,1
1468,9,0,1,0,4
1474,64,0.0360921539365531,0,1,1
1475,64,0,0,0,1
1476,64,0.0613566616921402,0,1,1
1480,64,0.0304486535028375,0,1,1
1483,64,0.153818197867783,0,1,1
1487,64,0.160085108233129,0,1,1
1490,6,0,1,0,3
1494,2,3.48945506468402,1,1,2
1500,64,0.251726368182941,0,1,1
1501,15,0,1,0,1
1502,14,0.00702156449311123,1,1,2
1506,64,0.0478385094904494,0,1,1
1507,17,0.535279453928115,1,1,1
1510,29,0.0335985142100276,1,1,1
1511,64,0,0,0,1
1516,64,0,0,0,1
1518,15,0.334672700138947,1,1,1
1521,29,0.00961363736673641,1,1,1
1522,29,0.14413893840298,1,1,1
1523,64,0,0,0,1
1530,29,0.0033795380504227,1,1,1
1532,64,0.00101714252003013,0,1,1
1534,45,0.174784458200017,1,1,1
1535,14,0,1,0,1
1537,8,0,1,0,1
1538,64,0,0,0,1
1539,64,0.0183085653605424,0,1,1
1542,64,0,0,0,1
1550,64,0.547550786266543,0,1,1
1552,4,0,1,0,1
1553,64,0.0878351782619569,0,1,1
1556,31,0.0314329849738344,1,1,1
1557,64,0.0478713205394826,0,1,1
1562,64,0.236469230382489,0,1,1
1563,64,0.0969566498931948,0,1,1
1565,29,0,1,0,1
1566,57,0.0393732588398761,1,1,4
1571,45,0,1,0,2
1573,3,0,1,0,3
1585,1,0,1,0,4
1586,23,0.556376958456482,1,1,1
1589,64,0,0,0,1
1591,1,0.0984331470996902,1,1,4
1596,64,0,0,0,1
1599,17,0,1,0,1
1600,27,0.179738926604034,1,1,3
1607,64,0.0761216337570937,0,1,1
1613,64,0,0,0,1
1615,33,0.13672364132147,1,1,1
1616,2,7.43170260602661,1,1,1
1618,64,0.240504989413576,0,1,1
1623,64,0.0987940686390557,0,1,1
1629,64,0.0360921539365531,0,1,1
1633,23,0,1,0,1
1638,64,0,0,0,1
1639,29,0.0335985142100276,1,1,1
1642,12,0,1,0,1
1644,10,0,1,0,1
1654,64,0.132064472358751,0,1,1
1658,29,0,1,0,1
1659,22,0,1,0,1
1662,50,0.0636534351244663,1,1,1
1666,64,0.0162414692714489,0,1,1
1667,64,0.10483130166117,0,1,1
1669,64,0.398719867851812,0,1,1
1672,64,0.0152243267514187,0,1,1
1673,37,0.214781126971524,1,1,1
1674,64,0.00767778547377583,0,1,1
1676,15,0,1,0,1
1678,64,0.0513164806879718,0,1,1
1688,35,0.309080081893027,1,1,1
1690,12,0,1,0,1
1691,20,0.0648674439386958,1,1,1
1696,64,0,0,0,1
1700,64,0.0733655056383024,0,1,1
1703,29,0,1,0,1
1707,64,0.126847515562467,0,1,1
1709,64,0,0,0,1
1710,64,0,0,0,1
1711,64,0.0440980499006612,0,1,1
1712,8,0,1,0,1
1721,64,0.0468541780194525,0,1,1
1722,25,0.0472479106078513,1,1,1
1724,4,0,1,0,1
1727,57,0.0518086464234703,1,1,1
1728,64,0,0,0,1
1730,64,0.0304486535028375,0,1,1
1732,64,0,0,0,1
1733,64,0.0987612575900225,0,1,1
1735,64,0.275219079290734,0,1,1
1736,64,0,0,0,1
1738,64,0,0,0,1
1743,64,0.0948895538041013,0,1,1
1747,64,0,0,0,1
1748,64,0,0,0,1
1764,64,0,0,0,1
1768,64,0.209925091714606,0,1,1
1770,64,0.112476276085913,0,1,1
1771,20,0.153391654230351,1,1,3
1775,13,0.769812832417644,1,1,1
1779,64,0.111196645173617,0,1,1
1780,8,0,1,0,2
1783,3,0,1,0,1
1785,64,0,0,0,1
1787,22,0,1,0,3
1790,64,0,0,0,1
1798,60,0.107095264044463,1,1,1
1804,64,0.0152243267514187,0,1,1
1806,64,0.00101714252003013,0,1,1
1807,64,0,0,0,1
1813,64,0.0304486535028375,0,1,1
1814,64,0.179640493456935,0,1,1
1817,64,0,0,0,1
1818,64,0.0765809884435589,0,1,1
1820,64,0,0,0,1
1829,29,0.0986628244429228,1,1,1
1830,20,0,1,0,1
1833,64,0,0,0,1
1834,64,0,0,0,1
1836,64,0.0560740827977902,0,1,1
1838,64,0,0,0,1
1840,29,0,1,0,1
1843,42,0.0549913181796936,1,1,1
1849,64,0.564710964910922,0,1,1
1853,4,0,1,0,1
1855,64,0.00508571260015066,0,1,1
1858,64,0.256319915047593,0,1,1
1860,64,0.0437699394103289,0,1,1
1862,64,0.117069822950565,0,1,1
1863,64,0,0,0,1
1864,64,0,0,0,1
1872,4,0,1,0,1
1874,5,0.013124419613292,1,1,1
1876,64,0.0663439411451912,0,1,1
1877,34,0.0573209026610529,1,1,1
1879,64,0.0309736302873692,0,1,1
1880,36,0,1,0,1
1884,43,0.0918709372930442,1,1,1
1886,63,0.0237880105490918,1,1,1
1887,4,0.487244078143466,1,1,1
1893,28,0.0621113158199045,1,1,1
1897,29,0.0335985142100276,1,1,1
1899,19,0.0547288297874277,1,1,1
1903,58,0.439799301241416,1,1,1
1905,33,0.0702812670291788,1,1,1
1912,64,0.0584364783281827,0,1,1
1913,64,0.0360921539365531,0,1,1
1916,64,0.0458370354994224,0,1,1
1919,64,0.00813714016024105,0,1,1
1920,34,0.0366827528191512,1,1,1
1929,64,0.00508571260015066,0,1,1
1930,6,0,1,0,1
1934,64,0.0571240363668535,0,1,1
1935,8,0,1,0,2
1937,64,0,0,0,1
1938,12,0,1,0,1
1939,59,0.0165039576637147,1,1,1
1940,64,0.0304814645518707,0,1,1
1942,64,0.00462635791368544,0,1,1
1943,64,0.0360921539365531,0,1,1
1945,22,0.447411464617125,1,1,1
1949,64,0.0389795262514773,0,1,1
1950,64,0.200081777004637,0,1,2
1952,64,0,0,0,1
1953,1,0,1,0,4
1954,64,0,0,0,1
1968,6,0,1,0,2
1970,3,0,1,0,1
1972,43,0,1,0,1
1974,4,0,1,0,2
1975,64,0.571634096256934,0,1,1
1976,22,0,1,0,1
1977,64,0,0,0,3
1986,46,0.104864112710203,1,1,1
1990,64,0.355343661029881,0,1,1
1991,64,0,0,0,1
1996,4,0,1,0,4
1998,8,0,1,0,1
1999,64,0,0,0,1
2000,64,0.0709046769608102,0,1,1
2005,64,0,0,0,1
2013,64,0,0,0,1
2014,12,0,1,0,1
2016,64,0.137051751811802,0,1,1
2017,64,0.0435730731161295,0,1,1
2020,64,0.00154211930456181,0,1,1
2022,58,0.0499384166285761,1,1,1
2023,64,0,0,0,1
2025,7,0,1,0,4
2026,14,0,1,0,1
2027,7,0,1,0,1
2034,57,0.0849478059470326,1,1,1
2036,1,0,1,0,1
2042,64,0.237322317657353,0,1,1
2043,62,0.139512580489294,1,1,1
2045,1,0,1,0,2
2058,64,0.171929896934125,0,1,1
2062,64,0.166614506990742,0,1,1
2068,64,0.0792714944642838,0,1,1
2069,1,0,1,0,1
2075,64,0.189844729706269,0,1,1
2079,27,0,1,0,1
2081,64,0,0,0,1
2092,29,0.0235255221568259,1,1,2
2094,64,0.0588302109165815,0,1,1
2098,64,0.735886207717284,0,1,1
2103,18,0,1,0,1
2104,29,0,1,0,1
2110,64,0.109818581114221,0,1,1
2111,24,0.109031115937423,1,1,4
2114,64,0,0,0,1
2117,64,0.00101714252003013,0,1,1
2118,64,0.00508571260015066,0,1,1
2124,64,0.100237754796518,0,1,1
2128,64,0.0771715873261571,0,1,1
2133,64,0.120022817363556,0,1,1
2139,64,0,0,0,1
2140,64,0.00813714016024105,0,1,1
2143,2,2.21513954233143,1,1,1
2145,36,0,1,0,1
2147,64,0.00255926182459194,0,1,1
2151,64,0,0,0,1
2155,64,0,0,0,1
2156,3,0,1,0,4
2158,29,0,1,0,1
2160,11,0,1,0,3
2162,1,0,1,0,1
2172,64,0,0,0,1
2175,29,0,1,0,1
2178,63,0.000524976784531681,1,1,1
2182,29,0,1,0,1
2184,64,0.280075114547652,0,1,1
2187,64,0.0268394381091822,0,1,1
2188,64,0,0,0,1
2190,64,0,0,0,1
2192,64,0.0926255914208084,0,1,1
2195,44,0,1,0,1
2196,64,0,0,0,1
2198,1,0,1,0,1
2202,26,0.144893592530744,1,1,1
2203,29,0,1,0,1
2210,64,0,0,0,1
2211,40,0.0487244078143466,1,1,1
2219,22,0.0442949161948606,1,1,1
2221,8,0,1,0,1
2227,27,0,1,0,1
2229,64,0,0,0,1
2232,64,0.137379862302134,0,1,1
2237,8,0,1,0,1
2238,64,0,0,0,1
2240,64,0,0,0,1
2250,61,0.0538429314635305,1,1,1
2252,23,0,1,0,1
2253,64,0.0360921539365531,0,1,1
2255,64,0.128061524376697,0,1,1
2258,64,0.0317939065131999,0,1,1
2259,60,0.343892604917284,1,1,1
2263,15,0,1,0,3
2264,37,0.142235897559052,1,1,1
2269,27,0,1,0,1
2272,64,0.20762831828228,0,1,1
2273,17,0.0573209026610529,1,1,1
2274,2,0,1,0,1
2276,64,0.0360921539365531,0,1,1
2278,64,0.28909815303179,0,1,1
2279,36,0,1,0,1
2280,30,0.0328110490332301,1,1,1
2281,64,0,0,0,1
2285,22,0.0147649720649535,1,1,1
2292,64,0,0,0,1
2294,64,0,0,0,4
2295,36,0.15562280556461,1,1,1
2297,64,0,0,0,1
2298,64,0.00610285512018079,0,1,1
2299,64,0.0371092964565832,0,1,1
2300,64,0.0513164806879718,0,1,1
2301,44,0.251463879790675,1,1,4
2308,64,0.130719219348389,0,1,1
2314,26,0,1,0,2
2315,17,0,1,0,1
2317,64,0.0473791548039842,0,1,1
2321,64,0.0340250578474596,0,1,1
2326,6,0,1,0,1
2327,64,0.0133212859074914,0,1,1
2328,64,0.0169305013011467,0,1,1
2332,64,0.0469526111665522,0,1,1
2338,64,0.343695738623085,0,1,1
2340,21,0,1,0,1
2341,64,0,0,0,1
2344,64,0.0396685582811751,0,1,1
2345,4,0,1,0,4
2348,64,0,0,0,1
2349,43,0,1,0,1
2353,64,0,0,0,1
2356,64,0.192010258942462,0,1,1
2359,64,0.120646227295187,0,1,1
2360,17,0,1,0,1
2365,64,0.0628659699476688,0,1,4
2366,16,0,1,0,1
2370,29,0,1,0,1
2372,2,4.92165735498451,1,1,1
2373,64,0.0304486535028375,0,1,1
2385,64,0.0579443125926843,0,1,1
2391,64,0.181182612761496,0,1,1
2393,60,0.176556254847811,1,1,1
2399,8,0,1,0,2
2400,23,0,1,0,1
2402,64,0,0,0,1
2404,29,0,1,0,1
2405,64,0,0,0,1
2409,64,0.0421950090567339,0,1,1
2411,11,0.0089574163860718,1,1,1
2412,64,0.0304486535028375,0,1,1
2414,64,0,0,0,1
2417,2,7.95667939055829,1,1,1
2423,4,0,1,0,3
2425,64,0.124517931081108,0,1,1
2427,18,0.14709193281597,1,1,2
2433,16,0.0184398095566753,1,1,1
2434,64,0,0,0,1
2435,64,0.106143743622499,0,1,1
2437,29,0.0335985142100276,1,1,1
2441,44,0.119300974284824,1,1,1
2442,31,0.0314329849738344,1,1,1
2443,3,0,1,0,4
2447,64,0.0513164806879718,0,1,1
2449,10,0,1,0,1
2467,25,0,1,0,1
2468,47,0.251726368182941,1,1,1
2470,64,0.0360921539365531,0,1,1
2478,64,0.0360921539365531,0,1,1
2479,49,0,1,0,1
2481,29,0,1,0,1
2488,64,0.0214256150186992,0,1,1
2492,56,0.0705765664704778,1,1,1
2493,64,0,0,0,1
2497,64,0,0,0,1
2500,29,0,1,0,1
2504,20,0.175276623935515,1,1,1
2505,64,0.130522353054189,0,1,1
2509,64,0.0152243267514187,0,1,1
2513,8,0,1,0,3
2516,64,0,0,0,1
2518,64,0.0205069056457688,0,1,1
2519,27,0.0253957519517201,1,1,1
2520,3,0.324829385428978,1,1,4
2521,64,0.0360921539365531,0,1,1
2522,60,0.17481726924905,1,1,1
2526,15,0.0509555591486063,1,1,1
2528,64,0,0,0,1
2530,17,0,1,0,1
2532,26,0.0412762996838034,1,1,1
2533,29,0,1,0,1
2538,64,0,0,0,1
2544,28,0,1,0,1
2548,64,0.0340578688964928,0,1,1
2549,64,0.384315817326224,0,1,1
2552,14,0,1,0,1
2556,64,0.20864546080231,0,1,1
2558,64,0.0503649602660081,0,1,1
2563,64,0,0,0,2
2565,29,0,1,0,1
2566,64,0.0112213787693647,0,1,1
2568,29,0,1,0,1
2570,36,0,1,0,1
2572,7,0,1,0,1
2576,8,0.135345577262074,1,1,4
2577,2,0.144926403579777,1,1,2
2584,56,0,1,0,1
2587,64,0,0,0,1
2593,64,0.073168639344103,0,1,1
2594,64,0.0360921539365531,0,1,1
2596,47,0.00173898559876119,1,1,1
2599,64,0.0396685582811751,0,1,3
2605,64,0.190599383834033,0,1,1
2612,29,0,1,0,1
2616,50,0.0590598882598141,1,1,3
2625,4,0,1,0,1
2626,64,0.112377842938813,0,1,1
2627,32,0.00616847721824725,1,1,1
2640,29,0.0235911442548924,1,1,1
2644,64,0.397341803792416,0,1,1
2649,18,0,1,0,1
2657,48,0.00682469819891185,1,1,1
2665,64,0.0360921539365531,0,1,1
2666,30,0,1,0,1
2669,64,0,0,0,1
2672,64,0.0867524136438603,0,1,1
2673,5,0.0869492799380596,1,1,1
2674,36,0,1,0,1
2678,64,0.00610285512018079,0,1,1
2683,36,0,1,0,1
2690,44,0.17898427247627,1,1,1
2697,29,0,1,0,1
2701,64,0.0304486535028375,0,1,1
2703,64,0.237387939755419,0,1,1
2710,64,0.0153883819965849,0,1,2
2712,64,0.01269787597586,0,1,1
2713,64,0.0304486535028375,0,1,1
2716,64,0,0,0,1
2719,20,0,1,0,2
2732,6,0,1,0,1
2734,64,0,0,0,1
2736,64,0.222393290347233,0,1,1
2738,64,0.0399966687715074,0,1,1
2740,64,0.0641127898109315,0,1,1
2746,23,0.0653924207232275,1,1,1
2747,8,0,1,0,1
2748,4,0,1,0,1
2750,24,0,1,0,1
2754,59,0,1,0,1
2759,28,0,1,0,1
2761,31,0.2116968883624,1,1,2
2764,10,0,1,0,1
2771,24,0,1,0,2
2775,64,0.0304486535028375,0,1,1
2776,16,0,1,0,1
2779,64,0.283389030500008,0,1,1
2784,64,0.0335657031609943,0,1,1
2785,64,0.0686407145775173,0,1,1
2789,64,0,0,0,1
2795,64,0.146304467639173,0,1,1
2796,64,0,0,0,1
2800,64,0.0205069056457688,0,1,1
2803,64,0,0,0,1
2805,64,0,0,0,1
2810,23,0,1,0,2
2816,64,0,0,0,1
2818,17,0,1,0,2
2828,29,0.0796652270526826,1,1,1
2829,64,0,0,0,1
2832,64,0,0,0,1
2840,17,0.289393452473089,1,1,4
2841,64,0,0,0,1
