"acc_id","char_id","playtime"
2299,164269,40.24756513
2300,363161,74.53348759
2308,47348,58.1301718
2315,19047,19.68023015
2317,46254,85.452648
2321,361813,34.459126615
2327,282537,48.6411542
2328,287410,19.9377016
2338,22348,45.3267899
2341,59176,70.1213535
2344,339131,82.519804
2348,273254,38.3680199
2349,314688,18.1260338
2353,316211,91.002344
2356,325009,12.5178237
2359,11038,26.82624905
2360,124519,4.36064076
2366,382377,37.5324061
2370,18557,79.1539446
2372,148157,3.6420592
2373,76598,27.83038907
2385,218457,19.8862062
2391,395929,87.725415
2393,12680,15.0667972681484
2400,376767,37.1625838
2402,339399,83.039436
2404,211089,85.712453
2405,275545,26.44004182
2409,154804,27.3552373
2411,135891,12.616131521
2412,37885,23.86531965
2414,1598,86.527004
2417,81774,9.9431038
2425,265576,83.3390267
2433,291251,32.2261416
2434,46947,17.5549137
2435,323890,35.39772897
2437,118457,66.68058664
2441,376473,40.01818507
2442,70166,21.449764856
2447,287282,86.653403
2449,86245,11.98181436
2467,202302,34.9015113
2468,335865,26.9900953
2470,286627,22.8330931
2478,185789,83.9476087
2479,265348,1.292041676
2481,127818,89.375585
2492,143424,13.779437007
2493,186870,11.8226498
2497,194369,89.703281
2500,25743,85.41285
2504,334624,60.46614924
2505,272970,32.3291311
2509,306241,79.469928
2516,140478,91.7911436738866
2518,155068,6.4812744
2519,93435,9.048972311
2521,350964,89.377929
2522,281967,23.87000321
2526,204165,26.16384451
2528,226695,73.9413032423017
2530,253648,6.53745
2532,340244,63.2047147
2538,101377,5.56841868
2548,87370,8.9413028
2549,170665,19.9821734
2552,326001,32.96110644
2556,388057,31.7603521
2558,190889,11.4738923
2565,66382,63.9349988
2566,311794,79.167981965
2568,82461,84.78555693
2570,89574,25.3446156
2572,28580,2.72218207
2584,291295,81.3939494
2587,45074,91.491541
2593,78671,76.1696
2594,197026,73.388903
2596,384527,30.17572531
2605,50564,79.73442279
2612,294772,83.481811
2626,116297,15.7830384
2640,386000,86.262515
2644,30590,27.81166545
2657,216800,12.70741747
2665,146771,10.5259268
2666,288406,23.2871809
2669,29518,90.960213
2673,53172,24.4200547
2674,395987,42.5741777
2678,350192,24.3357923
2683,61498,39.1170319
2690,386455,31.32966822
2697,232168,88.994061
2701,12936,46.6750092
2703,219531,65.290236571
2712,37598,22.17770752
2713,175423,14.1071286964212
2716,33012,91.236407
2732,284083,0.45408709
2734,188858,4.8591999
2736,377155,31.2617905
2738,38881,26.0468113
2740,225674,37.43877922
2746,43384,12.3352529777183
2747,52313,46.94184415
2748,61064,29.6163116
2754,296242,10.6429592
2764,93139,31.87036158
2775,76379,19.05995606
2779,189245,33.600107745
2784,379751,12.03330868
2785,232730,24.0666153
2789,66397,91.48686
2795,170203,32.3408299
2796,121486,17.39106723
2800,307940,19.2799769
2803,111876,34.85937726
2805,321174,3.63971891
2816,228004,89.015122
2828,163901,30.697694821
2829,165811,12.3773851
2832,24278,5.788440405
2841,220017,72.0500501413804
2847,244939,91.252795
2852,220033,40.2662916
2867,32860,90.204182
2868,63668,23.7576526
2873,230407,52.30662193
2891,217175,32.7644914
2894,40692,74.2994178631648
2895,301264,20.56733677
2897,4516,33.77097294
2904,188211,26.6038886
2906,135599,20.0547342
2908,286817,20.69607467
2909,344461,91.346419
2911,84433,14.4792928
2912,381280,47.126753715
2916,385647,11.073639755
2923,274519,5.645660361
2926,9862,60.68616638
2927,230772,50.36153643
2929,75451,73.65808186
2944,189926,85.770974
2950,101487,63.46921245
2951,269590,14.6056882
2958,180803,10.82553181
2964,313964,83.62926897
2966,320086,88.5727427004768
2971,375197,6.83237214
2972,72698,2.70345670823729
2982,158815,34.3631591
2988,25199,86.6253109
2993,396883,13.594524516
2995,187966,11.0385295
2996,369729,91.524311
3000,227983,87.320489
3020,94066,60.8570378
3023,167942,49.24036328
3027,21921,36.8536171929353
3029,354687,56.22721935
3030,347918,46.9067305
3032,114310,57.00197572
3036,16620,39.94328048
3042,242954,37.7898765
3043,97546,25.5810224
3044,75733,60.9600241
3055,255124,5.54501213
3057,121333,82.880266
3059,69825,8.0612165
3065,287854,34.381886406
3068,3103,58.909612
3071,156440,24.712637265
3073,271930,20.0032411
3074,68016,58.08804177
3081,388241,66.739103155
3086,156198,13.5898437
3092,152589,86.515306
3096,230665,15.286818941
3097,356018,23.3878259
3099,238619,36.085881382195
3100,277243,22.63413521
3113,342654,24.0595943
3119,151560,4.87558491
3121,128991,91.547718
3124,384916,91.496223
3126,306258,91.0936317387052
3130,48072,91.545377
3131,191670,75.7295613
3132,313296,88.724882
3134,176935,71.226137
3139,359241,29.93464037
3141,298443,85.84353
3142,388195,27.282675675
3144,340233,83.271154
3148,263266,13.9830744
3150,50821,5.06517796
3158,35202,23.0133227
3159,232214,24.4130338
3165,264790,89.829671
3168,188448,25.4452613
3170,26372,91.353443
3171,148983,70.08624154
3176,227726,33.8271497
3182,235895,91.428344
3185,349783,51.843176
3189,209552,4.089124597
3190,29746,11.3872871
3200,33780,90.117578
3207,158589,16.363519931
3208,152830,11.37792458
3214,296462,56.3817067
3216,133780,0.250450113
3217,298279,16.12009212
3227,152218,81.1083903
3231,33946,73.88746493
3235,69157,18.91015393
3236,113340,91.646025
3237,67769,89.7898776674209
3238,81478,36.7061537
3241,340849,13.01872413
3242,251920,3.791861175
3248,185622,28.18383055
3250,357283,56.636834216
3255,286945,38.5225017
3261,298804,39.9596681
3262,351049,63.8320110482106
3263,146359,22.1425965
3267,384612,90.356324
3269,230978,88.415915
3278,220133,78.7396457
3283,265673,27.56121534
3293,237835,38.0590509
3296,139623,90.850197
3304,396010,25.11054952
3306,219462,20.2279429
3317,347852,44.4092516
3318,31485,82.54789
3320,284708,10.3644215
3321,236022,16.8667612
3329,234056,26.7419865
3353,349348,11.95372503
3368,363743,91.533672
3371,349695,28.8836855
3382,217979,26.82390768
3383,13335,46.1928306102917
3399,197691,13.1661854
3406,370755,4.220201438
3407,238819,66.4629106
3411,133016,56.9411205
3413,189307,82.072743
3421,144016,87.493702
3433,278330,90.466333
3434,111661,8.82192972
3440,154796,78.910511345
3444,298093,7.497118895
3446,227383,26.4189746
3457,57001,84.65682
3466,384809,5.13773828
3469,296457,62.6687052
3471,114390,32.27763473
3474,64775,11.1227934
3478,238155,25.2275821
3481,70769,65.6951714
3490,79728,79.34119083
3495,233429,88.862978
3499,91557,20.164744876
3508,12997,35.73010168
3519,70122,81.162228
3532,242310,81.876124
3535,194195,90.183114
3536,59269,80.3242717
3537,279102,16.62801527
3541,100585,28.218939211
3542,366105,65.4704708
3544,157677,9.730104
3545,388158,30.6532181
3557,218418,13.521964427
3560,390966,78.627294
3562,319273,37.4738915
3565,296241,17.821749546
3566,193152,82.14998262
3570,142296,4.91537602
3574,20423,87.54285
3575,31333,11.019804776
3577,85671,0.404933299
3578,32796,39.1217087
3581,78944,11.647101011
3583,168656,82.941123004534
3585,310466,17.2108379
3589,62086,80.9843359
3597,225591,69.952821
3607,29006,27.6642039
3623,39195,33.06175347
3624,49348,10.79276016
3627,312420,11.36154081
3630,385783,69.95282513
3632,396958,36.9402208
3633,338240,78.0795767
3637,156466,36.3176062
3642,2540,20.7779958
3643,323520,89.864784
3645,216961,17.57363763
3646,66693,16.1060486
3649,377078,15.2587317
3651,330201,88.343361
3654,117903,5.14710086
3655,107607,91.201301
3656,295166,72.6609666
3657,71707,22.01386308
3658,368712,17.6110895
3664,120962,91.285562
3668,355279,0.26683471
3679,352756,51.887647
3682,186543,38.4101526
3708,315879,32.219120321
3711,25394,81.230102
3716,306053,18.294560116
3723,122764,69.01187852
3725,361599,5.5543746
3740,200796,37.5324023
3741,208885,79.5471716
3744,285622,6.74576806
3745,3971,65.236403
3749,383116,19.00143841
3754,352491,8.67680915
3756,297613,3.33309312
3758,39298,3.349477612
3760,258117,89.658807
3761,303146,77.7003983
3766,74479,34.2859175
3767,133054,50.82499022
3771,111042,72.7850148
3772,103056,91.524312
3775,327793,44.633955
3777,22906,87.177708
3780,366499,91.404938
3788,304046,89.684557
3792,84196,89.448142
3800,372149,14.48163381
3803,317276,14.797621901
3809,333692,63.1368347
3812,299002,9.6130709
3814,61286,10.7038166
3816,59207,16.0896636112665
3817,48487,66.0158429
3818,174888,39.4142937
3822,252720,37.7617919
3823,346696,34.95768516
3826,35827,90.262697
3830,300166,38.8642378
3840,125292,76.916275
3844,165902,0.058516386
3845,6052,49.21461675
3853,249143,22.442201745
3857,357779,90.110553
3865,23469,10.9729916
3866,82470,14.68058957
3875,77699,85.602451
3876,383009,36.3550555
3879,265448,31.3086056
3880,34774,89.328767
3885,43859,39.3487566
3888,372524,25.5037785
3889,293472,24.6049683
3895,256041,49.70147477
3903,261758,27.4301388
3905,212682,90.803389
3907,248049,86.941299
3913,322243,12.1339572
3918,9289,18.66672585
3921,32685,37.0619356
3922,96795,44.12603131
3923,22778,79.533128
3930,68371,48.4000703
3931,192950,91.531334
3937,344748,23.34335343
3946,316927,20.82480921
3949,224184,40.5214232
3951,47489,91.48452
3953,32708,26.66942545
3956,180079,33.953543815
3958,273999,90.049698
3959,347448,91.257477
3962,133420,3.91591579
3971,122328,75.270791027
3972,331129,88.724887
3974,108174,33.81076389
3980,8970,89.8647786
3981,43674,10.18887222
3984,269858,5.294561995
3986,124807,87.4351837
3989,271999,44.898447
3998,77595,13.1661854
4006,284937,79.6197304
4007,353117,13.14043964
4010,30772,2.15340282
4022,107230,78.215336
4023,383546,17.2248818
4024,109490,89.839039
4029,272827,87.343889
4030,247113,90.431221
4032,80159,20.869279891
4040,373967,15.8790051
4042,327680,66.7250653
4047,165781,20.625855
4051,31089,66.93572238
4057,94521,29.53204738
4062,378895,27.57993957
4063,155209,11.670507
4064,62043,36.6148693
4067,157226,35.7956402
4079,68724,10.247388866
4081,285154,35.30410289
4089,394995,70.8844067
4090,58928,63.214071785
4092,96116,39.7583682
4094,371999,57.31796993
4097,367422,12.18077004
4106,88191,79.71803596
4114,362464,31.4326591
4116,54641,26.063195855
4117,323944,5.109650375
4118,394883,29.4782083
4123,11915,63.92095595
4129,128533,91.213
4130,192613,11.14151884
4133,115024,91.507925
4135,107745,90.688696
4137,94894,22.470289496
4141,333263,81.272235
4145,86593,76.295997717
4146,218280,80.670681
4147,274958,4.46362939649236
4151,364450,83.186887
4153,352898,89.651784
4155,43817,32.3384951
4160,98445,15.488114666
4164,275943,15.1557424
4168,267722,4.587684
4169,219050,89.70094
4173,372448,90.84318
4177,277153,17.15466209
4185,295214,11.68221097
4191,25993,40.2662915
4192,193414,1.77655713
4196,2187,88.633602
4200,75152,84.69427675
4201,89957,35.7558483
4202,60911,8.541051338
4213,70237,33.438601908
4219,181314,40.1211709
4222,59366,88.528265
4223,195533,25.8384925
4226,299014,6.9330213
4228,232819,17.3887274
4232,131525,35.5171019
4234,109289,36.18185031
4242,384679,12.6840108
4245,257214,23.645298845
4247,51078,25.98595576
4248,300212,13.3066247
4250,353494,79.589306
4251,237528,35.45390503
4253,214379,43.540868
4255,226481,28.8368735
4257,355135,51.1082094
4263,169751,91.489201
4265,116768,13.2996025
4268,87934,63.7149778
4274,311192,91.266839
4280,278287,17.06337784
4283,96506,10.4159158612487
4287,92348,38.1058664
4295,36734,85.9090765
4309,331722,7.7709752
4312,226910,68.1481784
4314,117804,29.71461811
4320,89477,87.311125
4324,161038,35.21047439
4329,114281,91.428346
4334,103963,91.278537
4349,243463,91.215344
4351,250797,46.69139141
4355,40652,43.6157722
4358,309120,11.49963875
4360,313270,77.6957153
4361,9481,84.11144557
4370,183389,5.104969138
4374,292537,28.3663987
4378,140152,26.3651379
4380,36646,87.531148
4381,151733,88.633601
4397,156266,19.73874514
4406,42992,29.26521171
4410,200963,8.9740722
4419,75260,88.724881
4420,217975,44.69246981
4427,352707,5.287539431
4434,386037,64.87360185
4447,394751,22.19175291
4448,392321,7.8528986
4452,198655,21.8172483
4455,119266,90.122258
4459,284944,36.11396795
4460,341982,86.339749
4466,36360,12.3844068
4473,308698,89.799242
4481,4809,5.9335609
4482,21872,25.43121944
4488,282971,12.49675845
4491,58997,69.592362
4499,59156,82.21785346
4505,253675,39.9760521
4520,139638,26.56175539
4521,19012,16.68185105
4525,329353,64.913397
4531,84493,11.93266151
4535,45814,62.980013
4537,37261,84.778538
4543,267306,89.754771
4546,325177,6.581922286
4554,243343,78.65303931
4561,216130,77.5154835
4563,269783,89.251534
4566,193651,89.452825
4570,380833,7.61883258
4571,337708,27.99657687
4575,370352,3.557795641
4577,324422,17.4987388
4582,167310,27.87954437
4585,321780,13.889448
4586,186645,37.2374857
4592,288953,4.4332009
4602,237468,34.7680924
4604,101615,91.039796
4612,102474,87.425816
4615,382562,17.529167106
4616,55325,29.319048
4625,308641,28.7502682
4631,397199,55.49693584
4632,91258,30.9013298
4633,2920,26.28321836
4642,211103,85.476047
4645,178460,90.791685
4647,58771,3.180950287
4651,233521,45.1957072
4661,82849,43.271694
4662,250934,89.771157
4665,221865,86.463808
4667,33367,78.3393986
4672,227535,4.46831106
4674,57978,11.2866395
4682,383255,42.880805
4684,203872,10.043751627
4687,223030,11.452825631
4693,57203,22.60604841
4695,67428,91.793486
4696,135202,4.430860021
4697,8433,89.74775
4700,276329,54.4810932
4702,132047,15.0527542933337
4704,303843,25.58570369
4710,194795,41.39214747
4715,94514,4.765573921
4721,35053,25.8174278
4722,212454,59.5462663
4727,350853,49.659341791
4728,374699,38.5669778
4737,261458,27.22416151
4740,354635,39.0374503
4743,338452,45.35721722
4749,14676,82.1055048
4759,972,54.2072363
4765,91338,79.7110168
4780,258287,15.96326881
4785,146347,45.53744851
4787,201694,75.041405
4792,255056,21.243786271
4795,171406,29.16690635
4811,339712,81.6724807
4814,117334,13.730283806
4820,372007,81.635038
4831,80482,3.576521242
4833,328408,37.1274725
4843,374306,89.193016
4848,306091,37.0619358
4852,94490,9.11217072
4867,150902,4.456607271
4876,175338,87.580302
4877,202112,13.95498711
4884,358881,84.467233
4885,292257,28.0995676
4888,124166,11.122793974703
4892,41871,8.30932601
4901,382732,23.61018754
4908,177440,89.717324
4918,315098,84.96110386
4920,286299,83.207956
4925,48917,31.7580103
4931,153661,8.23442493
4935,364622,39.7490089
4938,135793,4.4378822
4939,346116,35.1964319
4940,232407,21.8546966
4954,255413,31.02538685
4957,178405,45.6942702
4959,175380,24.67518706
4961,27869,87.491361
4964,75753,83.3273331
4965,54583,80.221277
4971,318048,90.110554
4980,276063,42.03816822
4982,232886,39.9268954
4984,191700,85.79437358
5007,390111,86.037803
5013,378821,11.242167
5017,23662,34.60424411
5019,74979,41.541948
5023,53800,84.1184715
5025,18475,10.60082804
5026,325548,5.5543747
5029,388783,80.3523528
5030,58803,19.8136463
5032,290069,37.106405366
5036,385564,19.77151466
5037,237639,88.631254
5039,74900,89.803925
5046,172146,18.875044352
5051,197654,35.6037043
5057,331773,41.18382602
5059,130132,90.250993
5065,77103,26.037448131
5081,272869,31.93824089
5082,345691,2.03871061
5085,60514,8.43572185
5089,60641,83.86333355
5096,185555,89.815632
5097,195394,35.8518164
5100,145915,84.0622967
5103,153016,82.323185
5105,11557,42.88782417
5109,383634,31.236044
5116,189071,24.7219996
5128,396804,5.713539015
5131,152010,25.0122403
5135,176634,16.543750865
5141,239723,82.505755
5153,333578,25.84317601
5158,339381,5.896110317
5159,211201,9.53114849
5160,383811,37.35451405
5162,292316,2.436622217
5164,336943,89.443466
5168,155769,20.6539417
